ItemId,Category,Plan,Super.Category,Volume,ABClass
Product 159,Sub Category 20,Region 4,Category 1,1.68,C
Product 160,Sub Category 18,Region 4,Category 1,3.05,C
Product 161,Sub Category 18,Region 4,Category 1,85.67,A
Product 162,Sub Category 20,Region 4,Category 1,60.83,A
Product 1625,Sub Category 20,Region 4,Category 1,0.33,C
Product 1626,Sub Category 18,Region 4,Category 1,8.67,C
Product 1627,Sub Category 19,Region 4,Category 1,0.5,C
Product 1629,Sub Category 18,Region 4,Category 1,0.83,C
Product 163,Sub Category 18,Region 4,Category 1,77.58,A
Product 1631,Sub Category 20,Region 4,Category 1,0.5,C
Product 1632,Sub Category 20,Region 4,Category 1,2.58,C
Product 1633,Sub Category 18,Region 4,Category 1,0.67,C
Product 164,Sub Category 19,Region 4,Category 1,77.75,A
Product 165,Sub Category 18,Region 4,Category 1,96.83,A
Product 166,Sub Category 20,Region 4,Category 1,185.08,A
Product 167,Sub Category 20,Region 4,Category 1,18.67,B
Product 1693,Sub Category 20,Region 4,Category 1,0.75,C
Product 1694,Sub Category 18,Region 4,Category 1,31.33,B
Product 1695,Sub Category 18,Region 4,Category 1,58,A
Product 1697,Sub Category 18,Region 4,Category 1,24.92,B
Product 1698,Sub Category 18,Region 4,Category 1,300.92,A
Product 1699,Sub Category 19,Region 4,Category 1,53.83,A
Product 1700,Sub Category 18,Region 4,Category 1,13.75,B
Product 1701,Sub Category 18,Region 4,Category 1,36,B
Product 1707,Sub Category 18,Region 4,Category 1,2.25,C
Product 1708,Sub Category 18,Region 4,Category 1,4.42,C
Product 1709,Sub Category 20,Region 4,Category 1,11.75,B
Product 1710,Sub Category 18,Region 4,Category 1,6.17,C
Product 1711,Sub Category 20,Region 4,Category 1,3.83,C
Product 1712,Sub Category 18,Region 4,Category 1,11.67,B
Product 1718,Sub Category 20,Region 4,Category 1,2.5,C
Product 1719,Sub Category 18,Region 4,Category 1,4.83,C
Product 172,Sub Category 19,Region 4,Category 1,21.83,B
Product 1720,Sub Category 18,Region 4,Category 1,1.75,C
Product 1722,Sub Category 20,Region 4,Category 1,3.42,C
Product 1723,Sub Category 20,Region 4,Category 1,4.25,C
Product 1724,Sub Category 18,Region 4,Category 1,2.5,C
Product 173,Sub Category 20,Region 4,Category 1,2372,A
Product 1730,Sub Category 20,Region 4,Category 1,5.92,C
Product 1731,Sub Category 18,Region 4,Category 1,7.08,C
Product 174,Sub Category 18,Region 4,Category 1,3396,A
Product 1758,Sub Category 20,Region 4,Category 1,2,C
Product 1759,Sub Category 20,Region 4,Category 1,14.92,B
Product 1760,Sub Category 20,Region 4,Category 1,6.92,C
Product 1762,Sub Category 20,Region 4,Category 1,8.75,C
Product 177,Sub Category 16,Region 4,Category 1,842.22,A
Product 179,Sub Category 20,Region 4,Category 1,172.82,A
Product 1801,Sub Category 17,Region 4,Category 1,22.52,B
Product 1802,Sub Category 17,Region 4,Category 1,262.88,A
Product 1803,Sub Category 18,Region 4,Category 1,1.58,C
Product 1804,Sub Category 20,Region 4,Category 1,0.75,C
Product 1805,Sub Category 20,Region 4,Category 1,3.17,C
Product 1806,Sub Category 18,Region 4,Category 1,6.75,C
Product 1807,Sub Category 18,Region 4,Category 1,4.33,C
Product 1808,Sub Category 20,Region 4,Category 1,4.08,C
Product 1809,Sub Category 20,Region 4,Category 1,1.75,C
Product 181,Sub Category 20,Region 4,Category 1,26,B
Product 1810,Sub Category 18,Region 4,Category 1,7.08,C
Product 1813,Sub Category 20,Region 4,Category 1,1.5,C
Product 1817,Sub Category 20,Region 4,Category 1,2,C
Product 182,Sub Category 18,Region 4,Category 1,39.33,B
Product 1862,Sub Category 20,Region 4,Category 1,1,C
Product 1863,Sub Category 18,Region 4,Category 1,2.5,C
Product 1864,Sub Category 20,Region 4,Category 1,3.42,C
Product 1867,Sub Category 18,Region 4,Category 1,22.25,B
Product 1868,Sub Category 18,Region 4,Category 1,26.42,B
Product 1869,Sub Category 20,Region 4,Category 1,85.5,A
Product 1870,Sub Category 18,Region 4,Category 1,30.08,B
Product 1871,Sub Category 19,Region 4,Category 1,13.08,B
Product 1872,Sub Category 20,Region 4,Category 1,30.5,B
Product 1874,Sub Category 20,Region 4,Category 1,19.83,B
Product 1875,Sub Category 18,Region 4,Category 1,10.33,B
Product 1876,Sub Category 18,Region 4,Category 1,10.08,B
Product 1877,Sub Category 20,Region 4,Category 1,62.17,A
Product 188,Sub Category 18,Region 4,Category 1,33.08,B
Product 189,Sub Category 20,Region 4,Category 1,5.67,C
Product 191,Sub Category 18,Region 4,Category 1,11.92,B
Product 1912,Sub Category 18,Region 4,Category 1,23.17,B
Product 1916,Sub Category 19,Region 4,Category 1,65.33,A
Product 1947,Sub Category 18,Region 4,Category 1,7.25,C
Product 1949,Sub Category 20,Region 4,Category 1,16.42,B
Product 195,Sub Category 18,Region 4,Category 1,13.08,B
Product 1950,Sub Category 18,Region 4,Category 1,19.08,B
Product 1952,Sub Category 19,Region 4,Category 1,50.42,A
Product 1953,Sub Category 20,Region 4,Category 1,5.75,C
Product 1954,Sub Category 20,Region 4,Category 1,6.42,C
Product 1955,Sub Category 18,Region 4,Category 1,2.83,C
Product 196,Sub Category 20,Region 4,Category 1,6,C
Product 1969,Sub Category 18,Region 4,Category 1,0.17,C
Product 197,Sub Category 20,Region 4,Category 1,70.67,A
Product 198,Sub Category 20,Region 4,Category 1,5.08,C
Product 199,Sub Category 20,Region 4,Category 1,8.17,C
Product 200,Sub Category 20,Region 4,Category 1,6.92,C
Product 201,Sub Category 20,Region 4,Category 1,67.92,A
Product 2016,Sub Category 20,Region 4,Category 1,57.5,A
Product 2018,Sub Category 20,Region 4,Category 1,42.75,B
Product 2019,Sub Category 20,Region 4,Category 1,35.83,B
Product 202,Sub Category 20,Region 4,Category 1,0.17,C
Product 2021,Sub Category 18,Region 4,Category 1,3.17,C
Product 203,Sub Category 19,Region 4,Category 1,28.58,B
Product 2032,Sub Category 20,Region 4,Category 1,1,C
Product 2034,Sub Category 18,Region 4,Category 1,2.33,C
Product 204,Sub Category 20,Region 4,Category 1,52.42,A
Product 2049,Sub Category 19,Region 4,Category 1,2.5,C
Product 2050,Sub Category 19,Region 4,Category 1,5,C
Product 2052,Sub Category 19,Region 4,Category 1,14.67,B
Product 2053,Sub Category 20,Region 4,Category 1,4.92,C
Product 2054,Sub Category 18,Region 4,Category 1,0.83,C
Product 2055,Sub Category 19,Region 4,Category 1,69.92,A
Product 2056,Sub Category 19,Region 4,Category 1,48.75,B
Product 2058,Sub Category 18,Region 4,Category 1,15,B
Product 2073,Sub Category 18,Region 4,Category 1,72.67,A
Product 2077,Sub Category 17,Region 4,Category 1,5.92,C
Product 2079,Sub Category 17,Region 4,Category 1,4,C
Product 2081,Sub Category 17,Region 4,Category 1,3.84,C
Product 2086,Sub Category 17,Region 4,Category 1,1.36,C
Product 2096,Sub Category 19,Region 4,Category 1,1.5,C
Product 2097,Sub Category 18,Region 4,Category 1,14.25,B
Product 2099,Sub Category 20,Region 4,Category 1,2.67,C
Product 2100,Sub Category 20,Region 4,Category 1,3.33,C
Product 2103,Sub Category 20,Region 4,Category 1,68,A
Product 2104,Sub Category 18,Region 4,Category 1,4,C
Product 2105,Sub Category 18,Region 4,Category 1,8.33,C
Product 2106,Sub Category 18,Region 4,Category 1,5.25,C
Product 2108,Sub Category 20,Region 4,Category 1,3.67,C
Product 2109,Sub Category 19,Region 4,Category 1,5.08,C
Product 211,Sub Category 20,Region 4,Category 1,0.83,C
Product 2117,Sub Category 18,Region 4,Category 1,0.08,C
Product 2120,Sub Category 20,Region 4,Category 1,0.58,C
Product 2121,Sub Category 18,Region 4,Category 1,3.67,C
Product 2122,Sub Category 20,Region 4,Category 1,6.75,C
Product 2124,Sub Category 20,Region 4,Category 1,2.42,C
Product 213,Sub Category 18,Region 4,Category 1,14,B
Product 214,Sub Category 20,Region 4,Category 1,4.67,C
Product 215,Sub Category 18,Region 4,Category 1,14,B
Product 2158,Sub Category 20,Region 4,Category 1,1.08,C
Product 2159,Sub Category 20,Region 4,Category 1,28.42,B
Product 216,Sub Category 20,Region 4,Category 1,5.42,C
Product 2160,Sub Category 18,Region 4,Category 1,12.67,B
Product 2161,Sub Category 18,Region 4,Category 1,4.42,C
Product 2162,Sub Category 20,Region 4,Category 1,21.17,B
Product 2163,Sub Category 20,Region 4,Category 1,13,B
Product 2164,Sub Category 18,Region 4,Category 1,2.21,C
Product 2166,Sub Category 20,Region 4,Category 1,0.5,C
Product 217,Sub Category 18,Region 4,Category 1,17,B
Product 2171,Sub Category 18,Region 4,Category 1,2.42,C
Product 2172,Sub Category 20,Region 4,Category 1,61.58,A
Product 2173,Sub Category 18,Region 4,Category 1,12.5,B
Product 2174,Sub Category 20,Region 4,Category 1,14.92,B
Product 2175,Sub Category 20,Region 4,Category 1,3.08,C
Product 2176,Sub Category 20,Region 4,Category 1,14.25,B
Product 2177,Sub Category 18,Region 4,Category 1,14.42,B
Product 2179,Sub Category 18,Region 4,Category 1,2.21,C
Product 218,Sub Category 18,Region 4,Category 1,46,B
Product 2180,Sub Category 20,Region 4,Category 1,1.58,C
Product 2182,Sub Category 20,Region 4,Category 1,6,C
Product 2183,Sub Category 18,Region 4,Category 1,4.92,C
Product 2184,Sub Category 20,Region 4,Category 1,1.25,C
Product 2185,Sub Category 20,Region 4,Category 1,3.83,C
Product 2186,Sub Category 20,Region 4,Category 1,3.83,C
Product 2187,Sub Category 18,Region 4,Category 1,11.58,B
Product 2188,Sub Category 20,Region 4,Category 1,1.5,C
Product 2189,Sub Category 20,Region 4,Category 1,1.42,C
Product 219,Sub Category 20,Region 4,Category 1,128.25,A
Product 2190,Sub Category 18,Region 4,Category 1,2.25,C
Product 2194,Sub Category 18,Region 4,Category 1,7.67,C
Product 2196,Sub Category 18,Region 4,Category 1,1.17,C
Product 2197,Sub Category 18,Region 4,Category 1,0.42,C
Product 2198,Sub Category 20,Region 4,Category 1,0.5,C
Product 2199,Sub Category 20,Region 4,Category 1,13.42,B
Product 220,Sub Category 20,Region 4,Category 1,54.17,A
Product 2200,Sub Category 19,Region 4,Category 1,135.42,A
Product 2201,Sub Category 18,Region 4,Category 1,7.33,C
Product 2202,Sub Category 20,Region 4,Category 1,0.25,C
Product 2204,Sub Category 20,Region 4,Category 1,12.67,B
Product 2205,Sub Category 20,Region 4,Category 1,7,C
Product 2206,Sub Category 18,Region 4,Category 1,3.67,C
Product 2207,Sub Category 20,Region 4,Category 1,6.75,C
Product 2208,Sub Category 18,Region 4,Category 1,19.5,B
Product 2209,Sub Category 18,Region 4,Category 1,8.17,C
Product 221,Sub Category 18,Region 4,Category 1,47.17,B
Product 2210,Sub Category 19,Region 4,Category 1,24,B
Product 2214,Sub Category 20,Region 4,Category 1,2.08,C
Product 2217,Sub Category 20,Region 4,Category 1,7.08,C
Product 2218,Sub Category 18,Region 4,Category 1,0.42,C
Product 2219,Sub Category 18,Region 4,Category 1,0.08,C
Product 222,Sub Category 18,Region 4,Category 1,36.5,B
Product 2224,Sub Category 18,Region 4,Category 1,2.92,C
Product 2225,Sub Category 20,Region 4,Category 1,24.5,B
Product 223,Sub Category 18,Region 4,Category 1,404.33,A
Product 2230,Sub Category 18,Region 4,Category 1,0.33,C
Product 2231,Sub Category 20,Region 4,Category 1,2.08,C
Product 2234,Sub Category 20,Region 4,Category 1,10.67,B
Product 2235,Sub Category 18,Region 4,Category 1,21.25,B
Product 2236,Sub Category 18,Region 4,Category 1,13.58,B
Product 2238,Sub Category 20,Region 4,Category 1,283,A
Product 2239,Sub Category 19,Region 4,Category 1,12.08,B
Product 224,Sub Category 20,Region 4,Category 1,364,A
Product 2242,Sub Category 20,Region 4,Category 1,21.5,B
Product 2243,Sub Category 18,Region 4,Category 1,14.25,B
Product 2244,Sub Category 18,Region 4,Category 1,6.33,C
Product 2245,Sub Category 18,Region 4,Category 1,97.83,A
Product 225,Sub Category 18,Region 4,Category 1,88.75,A
Product 2250,Sub Category 18,Region 4,Category 1,20.58,B
Product 2261,Sub Category 20,Region 4,Category 1,206.08,A
Product 2262,Sub Category 18,Region 4,Category 1,494.42,A
Product 2293,Sub Category 18,Region 4,Category 1,3.92,C
Product 2294,Sub Category 18,Region 4,Category 1,2.75,C
Product 2298,Sub Category 15,Region 4,Category 1,1.08,C
Product 2299,Sub Category 18,Region 4,Category 1,40.42,B
Product 2300,Sub Category 18,Region 4,Category 1,72.42,A
Product 2301,Sub Category 18,Region 4,Category 1,196.08,A
Product 2302,Sub Category 20,Region 4,Category 1,140.92,A
Product 2303,Sub Category 18,Region 4,Category 1,5.67,C
Product 2304,Sub Category 18,Region 4,Category 1,228.25,A
Product 2305,Sub Category 20,Region 4,Category 1,165.92,A
Product 2308,Sub Category 20,Region 4,Category 1,4,C
Product 2353,Sub Category 19,Region 4,Category 1,16.92,B
Product 2354,Sub Category 20,Region 4,Category 1,10.17,B
Product 2355,Sub Category 20,Region 4,Category 1,30.33,B
Product 2356,Sub Category 18,Region 4,Category 1,8,C
Product 2357,Sub Category 20,Region 4,Category 1,22.58,B
Product 2358,Sub Category 18,Region 4,Category 1,1.83,C
Product 2359,Sub Category 20,Region 4,Category 1,13.58,B
Product 236,Sub Category 18,Region 4,Category 1,15.17,B
Product 2360,Sub Category 18,Region 4,Category 1,9.58,C
Product 2361,Sub Category 20,Region 4,Category 1,20.42,B
Product 2362,Sub Category 18,Region 4,Category 1,8.58,C
Product 2363,Sub Category 15,Region 4,Category 1,2.21,C
Product 2365,Sub Category 18,Region 4,Category 1,1,C
Product 2367,Sub Category 20,Region 4,Category 1,0.5,C
Product 237,Sub Category 18,Region 4,Category 1,6.33,C
Product 2370,Sub Category 20,Region 4,Category 1,15.17,B
Product 2371,Sub Category 18,Region 4,Category 1,11.67,B
Product 2372,Sub Category 20,Region 4,Category 1,7.67,C
Product 2373,Sub Category 18,Region 4,Category 1,6.42,C
Product 2376,Sub Category 20,Region 4,Category 1,0.33,C
Product 2377,Sub Category 20,Region 4,Category 1,4.42,C
Product 2378,Sub Category 18,Region 4,Category 1,0.58,C
Product 2379,Sub Category 20,Region 4,Category 1,0.17,C
Product 238,Sub Category 18,Region 4,Category 1,3.5,C
Product 2381,Sub Category 18,Region 4,Category 1,0.83,C
Product 2383,Sub Category 18,Region 4,Category 1,0.5,C
Product 2385,Sub Category 20,Region 4,Category 1,4,C
Product 2386,Sub Category 19,Region 4,Category 1,8,C
Product 2387,Sub Category 18,Region 4,Category 1,8.83,C
Product 2388,Sub Category 20,Region 4,Category 1,7.67,C
Product 2389,Sub Category 20,Region 4,Category 1,4,C
Product 239,Sub Category 18,Region 4,Category 1,41.42,B
Product 2390,Sub Category 20,Region 4,Category 1,2.75,C
Product 2397,Sub Category 7,Region 4,Category 1,1.71,C
Product 2399,Sub Category 7,Region 4,Category 1,2.26,C
Product 2402,Sub Category 18,Region 4,Category 1,5.42,C
Product 2403,Sub Category 20,Region 4,Category 1,11.33,B
Product 2404,Sub Category 18,Region 4,Category 1,175.58,A
Product 2405,Sub Category 18,Region 4,Category 1,20.33,B
Product 2406,Sub Category 18,Region 4,Category 1,13.58,B
Product 2407,Sub Category 20,Region 4,Category 1,30.25,B
Product 2408,Sub Category 18,Region 4,Category 1,480.33,A
Product 2409,Sub Category 20,Region 4,Category 1,305.33,A
Product 241,Sub Category 20,Region 4,Category 1,3.25,C
Product 2410,Sub Category 19,Region 4,Category 1,274.67,A
Product 2437,Sub Category 18,Region 4,Category 1,0.17,C
Product 244,Sub Category 20,Region 4,Category 1,4.5,C
Product 2449,Sub Category 18,Region 4,Category 1,5.17,C
Product 245,Sub Category 20,Region 4,Category 1,3.67,C
Product 2450,Sub Category 20,Region 4,Category 1,1,C
Product 2451,Sub Category 20,Region 4,Category 1,8.25,C
Product 2452,Sub Category 20,Region 4,Category 1,0.5,C
Product 2453,Sub Category 20,Region 4,Category 1,1.67,C
Product 2454,Sub Category 20,Region 4,Category 1,0.92,C
Product 2455,Sub Category 18,Region 4,Category 1,10.58,B
Product 2456,Sub Category 20,Region 4,Category 1,6.75,C
Product 2489,Sub Category 20,Region 4,Category 1,71.33,A
Product 2490,Sub Category 19,Region 4,Category 1,102,A
Product 2491,Sub Category 18,Region 4,Category 1,64.5,A
Product 2492,Sub Category 20,Region 4,Category 1,30.33,B
Product 2493,Sub Category 18,Region 4,Category 1,133.67,A
Product 2494,Sub Category 20,Region 4,Category 1,6.67,C
Product 2495,Sub Category 18,Region 4,Category 1,7,C
Product 2501,Sub Category 18,Region 4,Category 1,3,C
Product 2545,Sub Category 20,Region 4,Category 1,24.5,B
Product 2546,Sub Category 18,Region 4,Category 1,53.08,A
Product 2547,Sub Category 18,Region 4,Category 1,2,C
Product 2548,Sub Category 20,Region 4,Category 1,13.17,B
Product 2550,Sub Category 20,Region 4,Category 1,7.17,C
Product 2552,Sub Category 18,Region 4,Category 1,13.58,B
Product 2553,Sub Category 18,Region 4,Category 1,18.58,B
Product 2556,Sub Category 18,Region 4,Category 1,5.42,C
Product 2557,Sub Category 20,Region 4,Category 1,4.58,C
Product 2559,Sub Category 18,Region 4,Category 1,82.33,A
Product 2560,Sub Category 18,Region 4,Category 1,42.08,B
Product 2562,Sub Category 18,Region 4,Category 1,0.25,C
Product 2563,Sub Category 18,Region 4,Category 1,3.58,C
Product 2564,Sub Category 18,Region 4,Category 1,1.92,C
Product 2565,Sub Category 18,Region 4,Category 1,4.75,C
Product 2575,Sub Category 18,Region 4,Category 1,19.33,B
Product 2576,Sub Category 18,Region 4,Category 1,4.92,C
Product 2577,Sub Category 19,Region 4,Category 1,4.5,C
Product 2580,Sub Category 19,Region 4,Category 1,10.67,B
Product 2581,Sub Category 19,Region 4,Category 1,56.17,A
Product 2582,Sub Category 19,Region 4,Category 1,84.75,A
Product 2583,Sub Category 19,Region 4,Category 1,48.83,A
Product 2584,Sub Category 19,Region 4,Category 1,34.83,B
Product 2585,Sub Category 18,Region 4,Category 1,16.83,B
Product 2588,Sub Category 19,Region 4,Category 1,2.29,C
Product 2593,Sub Category 17,Region 4,Category 1,1.44,C
Product 2595,Sub Category 17,Region 4,Category 1,0.88,C
Product 2596,Sub Category 17,Region 4,Category 1,0.24,C
Product 2599,Sub Category 17,Region 4,Category 1,1.2,C
Product 2600,Sub Category 17,Region 4,Category 1,2.88,C
Product 2602,Sub Category 17,Region 4,Category 1,1.68,C
Product 2603,Sub Category 17,Region 4,Category 1,0.48,C
Product 2606,Sub Category 17,Region 4,Category 1,0.5,C
Product 261,Sub Category 18,Region 4,Category 1,1.5,C
Product 2610,Sub Category 17,Region 4,Category 1,1.6,C
Product 2611,Sub Category 17,Region 4,Category 1,1.03,C
Product 2612,Sub Category 17,Region 4,Category 1,0.43,C
Product 2617,Sub Category 18,Region 4,Category 1,6.58,C
Product 2619,Sub Category 18,Region 4,Category 1,9.83,B
Product 262,Sub Category 18,Region 4,Category 1,24.67,B
Product 2620,Sub Category 18,Region 4,Category 1,15.42,B
Product 2621,Sub Category 20,Region 4,Category 1,3.75,C
Product 2622,Sub Category 20,Region 4,Category 1,373.33,A
Product 2623,Sub Category 18,Region 4,Category 1,312.33,A
Product 2624,Sub Category 18,Region 4,Category 1,557.92,A
Product 2625,Sub Category 19,Region 4,Category 1,293.58,A
Product 2626,Sub Category 20,Region 4,Category 1,781,A
Product 2627,Sub Category 18,Region 4,Category 1,120,A
Product 2628,Sub Category 18,Region 4,Category 1,0.08,C
Product 2629,Sub Category 18,Region 4,Category 1,2.08,C
Product 2631,Sub Category 18,Region 4,Category 1,0.33,C
Product 2632,Sub Category 18,Region 4,Category 1,7.25,C
Product 2634,Sub Category 15,Region 4,Category 1,3.28,C
Product 2635,Sub Category 18,Region 4,Category 1,8.58,C
Product 2636,Sub Category 20,Region 4,Category 1,4.67,C
Product 2637,Sub Category 20,Region 4,Category 1,16.5,B
Product 2638,Sub Category 20,Region 4,Category 1,10.17,B
Product 2639,Sub Category 20,Region 4,Category 1,0.08,C
Product 2640,Sub Category 18,Region 4,Category 1,4.17,C
Product 2641,Sub Category 18,Region 4,Category 1,11.83,B
Product 2642,Sub Category 20,Region 4,Category 1,3.83,C
Product 2643,Sub Category 20,Region 4,Category 1,24.83,B
Product 2644,Sub Category 19,Region 4,Category 1,4.92,C
Product 2645,Sub Category 18,Region 4,Category 1,7.5,C
Product 2646,Sub Category 18,Region 4,Category 1,14,B
Product 2651,Sub Category 20,Region 4,Category 1,11.58,B
Product 2652,Sub Category 20,Region 4,Category 1,27,B
Product 2653,Sub Category 18,Region 4,Category 1,3.08,C
Product 2654,Sub Category 18,Region 4,Category 1,3.83,C
Product 2655,Sub Category 18,Region 4,Category 1,6.42,C
Product 2660,Sub Category 19,Region 4,Category 1,23.92,B
Product 2661,Sub Category 18,Region 4,Category 1,1.5,C
Product 2662,Sub Category 18,Region 4,Category 1,0.17,C
Product 2663,Sub Category 20,Region 4,Category 1,0.5,C
Product 2668,Sub Category 20,Region 4,Category 1,0.33,C
Product 2677,Sub Category 20,Region 4,Category 1,0.67,C
Product 2678,Sub Category 20,Region 4,Category 1,56,A
Product 2679,Sub Category 18,Region 4,Category 1,78.42,A
Product 2680,Sub Category 18,Region 4,Category 1,77.17,A
Product 2681,Sub Category 18,Region 4,Category 1,22.67,B
Product 2682,Sub Category 18,Region 4,Category 1,123.33,A
Product 2683,Sub Category 18,Region 4,Category 1,108.08,A
Product 2684,Sub Category 18,Region 4,Category 1,64.25,A
Product 2685,Sub Category 18,Region 4,Category 1,5.17,C
Product 2686,Sub Category 20,Region 4,Category 1,1.5,C
Product 2687,Sub Category 18,Region 4,Category 1,119.92,A
Product 2688,Sub Category 18,Region 4,Category 1,55.92,A
Product 2690,Sub Category 18,Region 4,Category 1,0.58,C
Product 2695,Sub Category 18,Region 4,Category 1,4.58,C
Product 2696,Sub Category 20,Region 4,Category 1,8.5,C
Product 2713,Sub Category 20,Region 4,Category 1,67.33,A
Product 2716,Sub Category 18,Region 4,Category 1,31.25,B
Product 2717,Sub Category 20,Region 4,Category 1,54.08,A
Product 2718,Sub Category 18,Region 4,Category 1,32.17,B
Product 2720,Sub Category 18,Region 4,Category 1,2.18,C
Product 2721,Sub Category 20,Region 4,Category 1,1.93,C
Product 2727,Sub Category 19,Region 4,Category 1,0.17,C
Product 2729,Sub Category 19,Region 4,Category 1,1,C
Product 2733,Sub Category 19,Region 4,Category 1,0.33,C
Product 2734,Sub Category 19,Region 4,Category 1,6.83,C
Product 2741,Sub Category 18,Region 4,Category 1,0.92,C
Product 2742,Sub Category 18,Region 4,Category 1,1.25,C
Product 2743,Sub Category 18,Region 4,Category 1,15.17,B
Product 2784,Sub Category 20,Region 4,Category 1,0.08,C
Product 2785,Sub Category 20,Region 4,Category 1,7.75,C
Product 2787,Sub Category 20,Region 4,Category 1,4.58,C
Product 2788,Sub Category 20,Region 4,Category 1,1,C
Product 2789,Sub Category 18,Region 4,Category 1,1,C
Product 2790,Sub Category 18,Region 4,Category 1,77.78,A
Product 2791,Sub Category 20,Region 4,Category 1,46.44,B
Product 2817,Sub Category 16,Region 4,Category 1,7.42,C
Product 2819,Sub Category 16,Region 4,Category 1,9.75,B
Product 2820,Sub Category 16,Region 4,Category 1,103.67,A
Product 2821,Sub Category 16,Region 4,Category 1,126,A
Product 2828,Sub Category 18,Region 4,Category 1,7,C
Product 2829,Sub Category 18,Region 4,Category 1,2,C
Product 2830,Sub Category 20,Region 4,Category 1,0.75,C
Product 2831,Sub Category 18,Region 4,Category 1,0.75,C
Product 2835,Sub Category 18,Region 4,Category 1,0.08,C
Product 2838,Sub Category 20,Region 4,Category 1,2.17,C
Product 2839,Sub Category 18,Region 4,Category 1,3.83,C
Product 2842,Sub Category 18,Region 4,Category 1,3,C
Product 2843,Sub Category 18,Region 4,Category 1,2.33,C
Product 2845,Sub Category 20,Region 4,Category 1,1.75,C
Product 2848,Sub Category 18,Region 4,Category 1,6.5,C
Product 2849,Sub Category 20,Region 4,Category 1,4,C
Product 2850,Sub Category 20,Region 4,Category 1,11.83,B
Product 2860,Sub Category 20,Region 4,Category 1,12.5,B
Product 2861,Sub Category 20,Region 4,Category 1,35.25,B
Product 2862,Sub Category 19,Region 4,Category 1,23.58,B
Product 2867,Sub Category 20,Region 4,Category 1,57.25,A
Product 2872,Sub Category 18,Region 4,Category 1,0.58,C
Product 2873,Sub Category 18,Region 4,Category 1,1,C
Product 2882,Sub Category 20,Region 4,Category 1,1.83,C
Product 2884,Sub Category 20,Region 4,Category 1,0.42,C
Product 2897,Sub Category 18,Region 4,Category 1,0.75,C
Product 2903,Sub Category 18,Region 4,Category 1,3.75,C
Product 2904,Sub Category 18,Region 4,Category 1,4.17,C
Product 2905,Sub Category 20,Region 4,Category 1,8.42,C
Product 291,Sub Category 17,Region 4,Category 1,0.24,C
Product 2910,Sub Category 20,Region 4,Category 1,2,C
Product 2917,Sub Category 20,Region 4,Category 1,63.08,A
Product 2918,Sub Category 18,Region 4,Category 1,15.83,B
Product 292,Sub Category 17,Region 4,Category 1,1.4,C
Product 2924,Sub Category 18,Region 4,Category 1,2.5,C
Product 2926,Sub Category 18,Region 4,Category 1,97.5,A
Product 2927,Sub Category 18,Region 4,Category 1,124,A
Product 2932,Sub Category 18,Region 4,Category 1,1,C
Product 294,Sub Category 17,Region 4,Category 1,2.7,C
Product 2941,Sub Category 18,Region 4,Category 1,0.17,C
Product 2950,Sub Category 18,Region 4,Category 1,1,C
Product 2951,Sub Category 20,Region 4,Category 1,1.5,C
Product 2959,Sub Category 20,Region 4,Category 1,3.75,C
Product 296,Sub Category 17,Region 4,Category 1,14.72,B
Product 2961,Sub Category 18,Region 4,Category 1,3.5,C
Product 2964,Sub Category 20,Region 4,Category 1,2.75,C
Product 297,Sub Category 17,Region 4,Category 1,5.76,C
Product 3001,Sub Category 18,Region 4,Category 1,3.11,C
Product 301,Sub Category 18,Region 4,Category 1,12.17,B
Product 3014,Sub Category 18,Region 4,Category 1,4.83,C
Product 302,Sub Category 18,Region 4,Category 1,110.67,A
Product 3021,Sub Category 18,Region 4,Category 1,4.33,C
Product 3023,Sub Category 18,Region 4,Category 1,9.42,C
Product 303,Sub Category 18,Region 4,Category 1,0.08,C
Product 3034,Sub Category 18,Region 4,Category 1,0.33,C
Product 3037,Sub Category 18,Region 4,Category 1,1.67,C
Product 304,Sub Category 18,Region 4,Category 1,4.08,C
Product 305,Sub Category 18,Region 4,Category 1,3.67,C
Product 3061,Sub Category 16,Region 4,Category 1,18.92,B
Product 3062,Sub Category 16,Region 4,Category 1,9.25,C
Product 3063,Sub Category 16,Region 4,Category 1,22,B
Product 3064,Sub Category 16,Region 4,Category 1,21.58,B
Product 3099,Sub Category 18,Region 4,Category 1,6.83,C
Product 3100,Sub Category 20,Region 4,Category 1,7.58,C
Product 3108,Sub Category 20,Region 4,Category 1,2.61,C
Product 3109,Sub Category 18,Region 4,Category 1,5.61,C
Product 3147,Sub Category 18,Region 4,Category 1,5.25,C
Product 3148,Sub Category 18,Region 4,Category 1,10.92,B
Product 3149,Sub Category 19,Region 4,Category 1,4.83,C
Product 3150,Sub Category 20,Region 4,Category 1,9.5,C
Product 3155,Sub Category 18,Region 4,Category 1,8.08,C
Product 3156,Sub Category 18,Region 4,Category 1,12.75,B
Product 3157,Sub Category 20,Region 4,Category 1,22.83,B
Product 3158,Sub Category 20,Region 4,Category 1,8.17,C
Product 3159,Sub Category 20,Region 4,Category 1,7.5,C
Product 3160,Sub Category 19,Region 4,Category 1,7.58,C
Product 3161,Sub Category 20,Region 4,Category 1,155.58,A
Product 3168,Sub Category 18,Region 4,Category 1,3,C
Product 3169,Sub Category 18,Region 4,Category 1,0.25,C
Product 3170,Sub Category 20,Region 4,Category 1,3.25,C
