ItemId,Category,Plan,Super.Category,Volume,ABClass
Product 1918,Sub Category 11,Region 2,Category 2,54.17,B
Product 1945,Sub Category 9,Region 2,Category 2,167.38,B
Product 1984,Sub Category 14,Region 2,Category 2,5.42,C
Product 1986,Sub Category 14,Region 2,Category 2,4.28,C
Product 1987,Sub Category 9,Region 2,Category 2,34.75,C
Product 1990,Sub Category 13,Region 2,Category 2,491.44,A
Product 2,Sub Category 11,Region 2,Category 2,0.7,C
Product 2004,Sub Category 9,Region 2,Category 2,0,C
Product 2008,Sub Category 13,Region 2,Category 2,250.75,A
Product 2150,Sub Category 9,Region 2,Category 2,3.46,C
Product 2154,Sub Category 9,Region 2,Category 2,1075.89,A
Product 2155,Sub Category 9,Region 2,Category 2,4.32,C
Product 2156,Sub Category 9,Region 2,Category 2,1.87,C
Product 2203,Sub Category 9,Region 2,Category 2,102.59,B
Product 2212,Sub Category 9,Region 2,Category 2,54.72,B
Product 2251,Sub Category 9,Region 2,Category 2,3.73,C
Product 2252,Sub Category 9,Region 2,Category 2,51.96,B
Product 2253,Sub Category 9,Region 2,Category 2,16.1,C
Product 2259,Sub Category 3,Region 2,Category 2,1.87,C
Product 226,Sub Category 14,Region 2,Category 2,105.11,B
Product 2260,Sub Category 3,Region 2,Category 2,1.71,C
Product 2268,Sub Category 8,Region 2,Category 2,135.66,B
Product 2270,Sub Category 9,Region 2,Category 2,20,C
Product 2271,Sub Category 9,Region 2,Category 2,4.74,C
Product 2277,Sub Category 14,Region 2,Category 2,89.66,B
Product 2278,Sub Category 14,Region 2,Category 2,7.42,C
Product 2279,Sub Category 14,Region 2,Category 2,0.11,C
Product 228,Sub Category 14,Region 2,Category 2,3.5,C
Product 2280,Sub Category 14,Region 2,Category 2,60.55,B
Product 2283,Sub Category 11,Region 2,Category 2,51.25,B
Product 2284,Sub Category 9,Region 2,Category 2,8.22,C
Product 2285,Sub Category 9,Region 2,Category 2,37.83,C
Product 2286,Sub Category 11,Region 2,Category 2,3909.41,A
Product 2289,Sub Category 9,Region 2,Category 2,5.17,C
Product 229,Sub Category 8,Region 2,Category 2,5.25,C
Product 231,Sub Category 9,Region 2,Category 2,32.43,C
Product 2317,Sub Category 3,Region 2,Category 2,27.67,C
Product 2318,Sub Category 14,Region 2,Category 2,47.08,C
Product 232,Sub Category 9,Region 2,Category 2,3.97,C
Product 2320,Sub Category 11,Region 2,Category 2,19.55,C
Product 2321,Sub Category 11,Region 2,Category 2,17.78,C
Product 2322,Sub Category 11,Region 2,Category 2,17,C
Product 2325,Sub Category 14,Region 2,Category 2,5.25,C
Product 2328,Sub Category 14,Region 2,Category 2,28.56,C
Product 2329,Sub Category 14,Region 2,Category 2,787.88,A
Product 2330,Sub Category 8,Region 2,Category 2,273.16,A
Product 2331,Sub Category 14,Region 2,Category 2,6.33,C
Product 2332,Sub Category 14,Region 2,Category 2,9.64,C
Product 2337,Sub Category 11,Region 2,Category 2,52.83,B
Product 2341,Sub Category 14,Region 2,Category 2,1153.32,A
Product 2343,Sub Category 13,Region 2,Category 2,3.33,C
Product 2344,Sub Category 13,Region 2,Category 2,195,B
Product 2347,Sub Category 14,Region 2,Category 2,108.42,B
Product 2411,Sub Category 11,Region 2,Category 2,103.33,B
Product 2412,Sub Category 10,Region 2,Category 2,57.44,B
Product 2413,Sub Category 10,Region 2,Category 2,96.37,B
Product 2414,Sub Category 10,Region 2,Category 2,123.26,B
Product 2415,Sub Category 10,Region 2,Category 2,44.06,C
Product 2416,Sub Category 10,Region 2,Category 2,165.18,B
Product 2420,Sub Category 9,Region 2,Category 2,0.08,C
Product 243,Sub Category 9,Region 2,Category 2,0.07,C
Product 2448,Sub Category 9,Region 2,Category 2,22,C
Product 2463,Sub Category 14,Region 2,Category 2,4.92,C
Product 2464,Sub Category 14,Region 2,Category 2,472.08,A
Product 2467,Sub Category 14,Region 2,Category 2,9.83,C
Product 2468,Sub Category 14,Region 2,Category 2,56.78,B
Product 2470,Sub Category 14,Region 2,Category 2,5.21,C
Product 2471,Sub Category 14,Region 2,Category 2,6.08,C
Product 2474,Sub Category 14,Region 2,Category 2,83.41,B
Product 2476,Sub Category 14,Region 2,Category 2,55.67,B
Product 2477,Sub Category 14,Region 2,Category 2,2.88,C
Product 2478,Sub Category 14,Region 2,Category 2,8.17,C
Product 2503,Sub Category 11,Region 2,Category 2,26.22,C
Product 2504,Sub Category 11,Region 2,Category 2,32.82,C
Product 2508,Sub Category 14,Region 2,Category 2,0.47,C
Product 2509,Sub Category 14,Region 2,Category 2,1.24,C
Product 2510,Sub Category 14,Region 2,Category 2,1.09,C
Product 2515,Sub Category 9,Region 2,Category 2,270.35,A
Product 2516,Sub Category 9,Region 2,Category 2,10.05,C
Product 2518,Sub Category 3,Region 2,Category 2,15.4,C
Product 2521,Sub Category 11,Region 2,Category 2,4.51,C
Product 2522,Sub Category 11,Region 2,Category 2,60.9,B
Product 2523,Sub Category 3,Region 2,Category 2,1.24,C
Product 2525,Sub Category 3,Region 2,Category 2,2.44,C
Product 2535,Sub Category 3,Region 2,Category 2,35.67,C
Product 2536,Sub Category 3,Region 2,Category 2,103.55,B
Product 2537,Sub Category 3,Region 2,Category 2,0.39,C
Product 2538,Sub Category 3,Region 2,Category 2,110.13,B
Product 2540,Sub Category 3,Region 2,Category 2,18.82,C
Product 2541,Sub Category 3,Region 2,Category 2,374.57,A
Product 2542,Sub Category 3,Region 2,Category 2,46.28,C
Product 2543,Sub Category 3,Region 2,Category 2,6.07,C
Product 2544,Sub Category 8,Region 2,Category 2,194.21,B
Product 2571,Sub Category 9,Region 2,Category 2,0.78,C
Product 2572,Sub Category 9,Region 2,Category 2,1.56,C
Product 2573,Sub Category 9,Region 2,Category 2,5.99,C
Product 2574,Sub Category 9,Region 2,Category 2,2.02,C
Product 265,Sub Category 10,Region 2,Category 2,85.25,B
Product 266,Sub Category 10,Region 2,Category 2,88.64,B
Product 267,Sub Category 10,Region 2,Category 2,86.9,B
Product 268,Sub Category 10,Region 2,Category 2,86.87,B
Product 269,Sub Category 10,Region 2,Category 2,50.81,B
Product 270,Sub Category 10,Region 2,Category 2,65.23,B
Product 2724,Sub Category 13,Region 2,Category 2,24.27,C
Product 2725,Sub Category 13,Region 2,Category 2,0.11,C
Product 2735,Sub Category 11,Region 2,Category 2,5.52,C
Product 2739,Sub Category 12,Region 2,Category 2,17.92,C
Product 2744,Sub Category 13,Region 2,Category 2,15.33,C
Product 2745,Sub Category 13,Region 2,Category 2,4.47,C
Product 2746,Sub Category 13,Region 2,Category 2,6.33,C
Product 2748,Sub Category 13,Region 2,Category 2,24.25,C
Product 2749,Sub Category 13,Region 2,Category 2,856.77,A
Product 2760,Sub Category 13,Region 2,Category 2,0.11,C
Product 2766,Sub Category 13,Region 2,Category 2,22.67,C
Product 2769,Sub Category 13,Region 2,Category 2,0.08,C
Product 2770,Sub Category 13,Region 2,Category 2,0.17,C
Product 2772,Sub Category 13,Region 2,Category 2,31,C
Product 2774,Sub Category 13,Region 2,Category 2,17.58,C
Product 2779,Sub Category 13,Region 2,Category 2,639.43,A
Product 2781,Sub Category 13,Region 2,Category 2,3807.91,A
Product 2783,Sub Category 13,Region 2,Category 2,36.92,C
Product 2852,Sub Category 12,Region 2,Category 2,2.25,C
Product 2853,Sub Category 12,Region 2,Category 2,1.5,C
Product 2855,Sub Category 13,Region 2,Category 2,105.33,B
Product 2863,Sub Category 9,Region 2,Category 2,57.11,B
Product 2864,Sub Category 9,Region 2,Category 2,17.44,C
Product 2865,Sub Category 9,Region 2,Category 2,8.22,C
Product 2866,Sub Category 9,Region 2,Category 2,24.67,C
Product 2975,Sub Category 11,Region 2,Category 2,24.33,C
Product 2976,Sub Category 11,Region 2,Category 2,13,C
Product 2979,Sub Category 11,Region 2,Category 2,11.78,C
Product 2980,Sub Category 11,Region 2,Category 2,1.56,C
Product 2981,Sub Category 11,Region 2,Category 2,1.33,C
Product 2985,Sub Category 11,Region 2,Category 2,0.5,C
Product 2986,Sub Category 11,Region 2,Category 2,0.42,C
Product 2988,Sub Category 11,Region 2,Category 2,7.75,C
Product 2997,Sub Category 11,Region 2,Category 2,11.17,C
Product 2998,Sub Category 3,Region 2,Category 2,473.44,A
Product 2999,Sub Category 3,Region 2,Category 2,123,B
Product 3000,Sub Category 3,Region 2,Category 2,128.91,B
Product 3002,Sub Category 3,Region 2,Category 2,165,B
Product 3010,Sub Category 13,Region 2,Category 2,1,C
Product 3011,Sub Category 13,Region 2,Category 2,4.12,C
Product 3060,Sub Category 3,Region 2,Category 2,171.91,B
Product 3074,Sub Category 11,Region 2,Category 2,0.39,C
Product 3075,Sub Category 11,Region 2,Category 2,18.43,C
Product 3076,Sub Category 11,Region 2,Category 2,2.57,C
Product 3077,Sub Category 13,Region 2,Category 2,0.56,C
Product 3090,Sub Category 13,Region 2,Category 2,248.11,A
Product 3091,Sub Category 13,Region 2,Category 2,265.88,A
Product 3106,Sub Category 14,Region 2,Category 2,73.89,B
Product 3110,Sub Category 14,Region 2,Category 2,0.25,C
Product 3111,Sub Category 14,Region 2,Category 2,174.11,B
Product 3112,Sub Category 14,Region 2,Category 2,155,B
Product 3115,Sub Category 14,Region 2,Category 2,22.25,C
Product 3116,Sub Category 14,Region 2,Category 2,269.25,A
Product 3117,Sub Category 14,Region 2,Category 2,2573.66,A
Product 3119,Sub Category 3,Region 2,Category 2,162.66,B
Product 3121,Sub Category 11,Region 2,Category 2,235.66,B
Product 3122,Sub Category 14,Region 2,Category 2,61.25,B
Product 3125,Sub Category 13,Region 2,Category 2,751.16,A
Product 3126,Sub Category 14,Region 2,Category 2,895.16,A
Product 3128,Sub Category 11,Region 2,Category 2,87.78,B
Product 3129,Sub Category 11,Region 2,Category 2,4.58,C
Product 3130,Sub Category 11,Region 2,Category 2,311.75,A
Product 3131,Sub Category 11,Region 2,Category 2,62.08,B
Product 3132,Sub Category 11,Region 2,Category 2,269.17,A
Product 3133,Sub Category 11,Region 2,Category 2,357.17,A
Product 3134,Sub Category 11,Region 2,Category 2,8.92,C
Product 3137,Sub Category 14,Region 2,Category 2,6.89,C
Product 3138,Sub Category 13,Region 2,Category 2,191.55,B
Product 314,Sub Category 3,Region 2,Category 2,29.71,C
Product 315,Sub Category 14,Region 2,Category 2,37.64,C
Product 317,Sub Category 3,Region 2,Category 2,1243.88,A
Product 3177,Sub Category 13,Region 2,Category 2,127.25,B
Product 318,Sub Category 3,Region 2,Category 2,3251.99,A
Product 3197,Sub Category 14,Region 2,Category 2,264.08,A
Product 3198,Sub Category 14,Region 2,Category 2,1435.91,A
Product 3199,Sub Category 14,Region 2,Category 2,62.14,B
Product 3202,Sub Category 14,Region 2,Category 2,0.78,C
Product 3204,Sub Category 14,Region 2,Category 2,6.46,C
Product 3205,Sub Category 14,Region 2,Category 2,0.31,C
Product 3206,Sub Category 14,Region 2,Category 2,29.48,C
Product 3207,Sub Category 14,Region 2,Category 2,443,A
Product 3208,Sub Category 14,Region 2,Category 2,184.89,B
Product 3210,Sub Category 9,Region 2,Category 2,0.67,C
Product 3213,Sub Category 9,Region 2,Category 2,15.17,C
Product 3214,Sub Category 14,Region 2,Category 2,11.12,C
Product 3215,Sub Category 14,Region 2,Category 2,0.31,C
Product 3216,Sub Category 14,Region 2,Category 2,3.03,C
Product 3217,Sub Category 14,Region 2,Category 2,3.89,C
Product 3219,Sub Category 14,Region 2,Category 2,0.08,C
Product 3220,Sub Category 14,Region 2,Category 2,0.33,C
Product 3221,Sub Category 14,Region 2,Category 2,0.17,C
Product 3223,Sub Category 14,Region 2,Category 2,477.77,A
Product 3224,Sub Category 14,Region 2,Category 2,0.33,C
Product 3225,Sub Category 14,Region 2,Category 2,68.92,B
Product 3226,Sub Category 14,Region 2,Category 2,99,B
Product 3227,Sub Category 14,Region 2,Category 2,85.25,B
Product 3228,Sub Category 14,Region 2,Category 2,2.27,C
Product 3230,Sub Category 14,Region 2,Category 2,4.47,C
Product 3236,Sub Category 14,Region 2,Category 2,41.55,C
Product 3239,Sub Category 14,Region 2,Category 2,47.92,B
Product 3241,Sub Category 8,Region 2,Category 2,17.78,C
Product 3244,Sub Category 8,Region 2,Category 2,25,C
Product 3245,Sub Category 8,Region 2,Category 2,3.99,C
Product 3248,Sub Category 14,Region 2,Category 2,121.88,B
Product 3249,Sub Category 14,Region 2,Category 2,1.85,C
Product 3250,Sub Category 11,Region 2,Category 2,221.82,B
Product 3251,Sub Category 3,Region 2,Category 2,156.89,B
Product 3253,Sub Category 3,Region 2,Category 2,8.24,C
Product 3256,Sub Category 14,Region 2,Category 2,38.42,C
Product 3279,Sub Category 13,Region 2,Category 2,52.58,B
Product 3280,Sub Category 14,Region 2,Category 2,5.21,C
Product 3282,Sub Category 12,Region 2,Category 2,14.62,C
Product 3369,Sub Category 11,Region 2,Category 2,13.44,C
Product 3421,Sub Category 14,Region 2,Category 2,0.08,C
Product 3422,Sub Category 8,Region 2,Category 2,23.89,C
Product 3423,Sub Category 14,Region 2,Category 2,54.6,B
Product 346,Sub Category 14,Region 2,Category 2,0.16,C
Product 347,Sub Category 14,Region 2,Category 2,4.9,C
Product 348,Sub Category 14,Region 2,Category 2,3.03,C
Product 350,Sub Category 14,Region 2,Category 2,8.09,C
Product 351,Sub Category 14,Region 2,Category 2,1.17,C
Product 3529,Sub Category 11,Region 2,Category 2,0.31,C
Product 3535,Sub Category 14,Region 2,Category 2,0.74,C
Product 3548,Sub Category 9,Region 2,Category 2,0.06,C
Product 355,Sub Category 14,Region 2,Category 2,12.37,C
Product 356,Sub Category 14,Region 2,Category 2,0.86,C
Product 3562,Sub Category 12,Region 2,Category 2,21,C
Product 3563,Sub Category 12,Region 2,Category 2,0.31,C
Product 3564,Sub Category 12,Region 2,Category 2,1.17,C
Product 3576,Sub Category 13,Region 2,Category 2,629.33,A
Product 3577,Sub Category 13,Region 2,Category 2,562.24,A
Product 3579,Sub Category 8,Region 2,Category 2,0.42,C
Product 3585,Sub Category 14,Region 2,Category 2,0.16,C
Product 359,Sub Category 14,Region 2,Category 2,0.54,C
Product 3595,Sub Category 14,Region 2,Category 2,15.48,C
Product 3596,Sub Category 14,Region 2,Category 2,46.04,C
Product 3597,Sub Category 13,Region 2,Category 2,98,B
Product 3606,Sub Category 13,Region 2,Category 2,178.33,B
Product 3607,Sub Category 8,Region 2,Category 2,486.58,A
Product 3608,Sub Category 14,Region 2,Category 2,850.58,A
Product 3609,Sub Category 14,Region 2,Category 2,1373.55,A
Product 361,Sub Category 14,Region 2,Category 2,0.16,C
Product 3610,Sub Category 13,Region 2,Category 2,1794.95,A
Product 3611,Sub Category 8,Region 2,Category 2,2788.8,A
Product 3612,Sub Category 8,Region 2,Category 2,418.36,A
Product 363,Sub Category 14,Region 2,Category 2,10.78,C
Product 3635,Sub Category 13,Region 2,Category 2,13.69,C
Product 3643,Sub Category 8,Region 2,Category 2,0.08,C
Product 365,Sub Category 14,Region 2,Category 2,2.08,C
Product 3658,Sub Category 14,Region 2,Category 2,0.06,C
Product 3659,Sub Category 13,Region 2,Category 2,1.79,C
Product 370,Sub Category 3,Region 2,Category 2,82.68,B
Product 3700,Sub Category 8,Region 2,Category 2,0.22,C
Product 3701,Sub Category 8,Region 2,Category 2,1.09,C
Product 3702,Sub Category 11,Region 2,Category 2,7.67,C
Product 371,Sub Category 3,Region 2,Category 2,33.99,C
Product 372,Sub Category 3,Region 2,Category 2,1.87,C
Product 3720,Sub Category 14,Region 2,Category 2,0.93,C
Product 3721,Sub Category 14,Region 2,Category 2,1.48,C
Product 3722,Sub Category 8,Region 2,Category 2,24.81,C
Product 3723,Sub Category 12,Region 2,Category 2,1,C
Product 3724,Sub Category 12,Region 2,Category 2,1.5,C
Product 3729,Sub Category 8,Region 2,Category 2,20.25,C
Product 3730,Sub Category 13,Region 2,Category 2,9.1,C
Product 376,Sub Category 3,Region 2,Category 2,7.71,C
Product 378,Sub Category 14,Region 2,Category 2,78.32,B
Product 3814,Sub Category 14,Region 2,Category 2,1.5,C
Product 3815,Sub Category 14,Region 2,Category 2,169.58,B
Product 3823,Sub Category 14,Region 2,Category 2,0.58,C
Product 384,Sub Category 14,Region 2,Category 2,3.19,C
Product 3844,Sub Category 13,Region 2,Category 2,0.16,C
Product 385,Sub Category 14,Region 2,Category 2,6.69,C
Product 386,Sub Category 14,Region 2,Category 2,0.54,C
Product 3860,Sub Category 8,Region 2,Category 2,0.03,C
Product 3861,Sub Category 14,Region 2,Category 2,3.89,C
Product 387,Sub Category 14,Region 2,Category 2,9.18,C
Product 388,Sub Category 14,Region 2,Category 2,0.86,C
Product 391,Sub Category 14,Region 2,Category 2,806.66,A
Product 3931,Sub Category 12,Region 2,Category 2,10.5,C
Product 3932,Sub Category 12,Region 2,Category 2,2.72,C
Product 3933,Sub Category 12,Region 2,Category 2,3.58,C
Product 394,Sub Category 14,Region 2,Category 2,485.83,A
Product 3957,Sub Category 14,Region 2,Category 2,30,C
Product 3966,Sub Category 13,Region 2,Category 2,37.11,C
Product 3968,Sub Category 8,Region 2,Category 2,2.78,C
Product 3969,Sub Category 8,Region 2,Category 2,8.87,C
Product 397,Sub Category 14,Region 2,Category 2,0.31,C
Product 3971,Sub Category 14,Region 2,Category 2,2.68,C
Product 398,Sub Category 14,Region 2,Category 2,12.6,C
Product 3987,Sub Category 11,Region 2,Category 2,165.36,B
Product 4,Sub Category 11,Region 2,Category 2,11.44,C
Product 402,Sub Category 14,Region 2,Category 2,45.65,C
Product 403,Sub Category 14,Region 2,Category 2,0.23,C
Product 405,Sub Category 14,Region 2,Category 2,17.66,C
Product 406,Sub Category 14,Region 2,Category 2,13.3,C
Product 4065,Sub Category 14,Region 2,Category 2,272.42,A
Product 4071,Sub Category 9,Region 2,Category 2,0.47,C
Product 409,Sub Category 14,Region 2,Category 2,0.22,C
Product 4091,Sub Category 12,Region 2,Category 2,0.39,C
Product 4093,Sub Category 12,Region 2,Category 2,0.16,C
Product 411,Sub Category 14,Region 2,Category 2,5.06,C
Product 415,Sub Category 14,Region 2,Category 2,77.78,B
Product 417,Sub Category 14,Region 2,Category 2,140,B
Product 4176,Sub Category 12,Region 2,Category 2,0.7,C
Product 4177,Sub Category 12,Region 2,Category 2,0.93,C
Product 4178,Sub Category 12,Region 2,Category 2,0.93,C
Product 418,Sub Category 9,Region 2,Category 2,54.68,B
Product 420,Sub Category 12,Region 2,Category 2,3.67,C
Product 421,Sub Category 12,Region 2,Category 2,0.33,C
Product 4232,Sub Category 11,Region 2,Category 2,6.77,C
Product 4233,Sub Category 11,Region 2,Category 2,19.91,C
Product 4234,Sub Category 11,Region 2,Category 2,15.24,C
Product 4250,Sub Category 14,Region 2,Category 2,325.57,A
Product 4251,Sub Category 8,Region 2,Category 2,1435.61,A
Product 426,Sub Category 8,Region 2,Category 2,47.83,C
Product 428,Sub Category 14,Region 2,Category 2,80.18,B
Product 429,Sub Category 14,Region 2,Category 2,1315.77,A
Product 431,Sub Category 14,Region 2,Category 2,307.92,A
Product 434,Sub Category 13,Region 2,Category 2,3,C
Product 435,Sub Category 13,Region 2,Category 2,58.5,B
Product 436,Sub Category 13,Region 2,Category 2,2.17,C
Product 444,Sub Category 13,Region 2,Category 2,74.82,B
Product 447,Sub Category 13,Region 2,Category 2,283.34,A
Product 449,Sub Category 13,Region 2,Category 2,0.93,C
Product 455,Sub Category 13,Region 2,Category 2,10.56,C
Product 456,Sub Category 13,Region 2,Category 2,4.71,C
Product 460,Sub Category 13,Region 2,Category 2,3.94,C
Product 467,Sub Category 8,Region 2,Category 2,0.67,C
Product 501,Sub Category 3,Region 2,Category 2,3.73,C
Product 502,Sub Category 3,Region 2,Category 2,5.29,C
Product 503,Sub Category 3,Region 2,Category 2,36.32,C
Product 5186,Sub Category 9,Region 2,Category 2,0.16,C
Product 5301,Sub Category 3,Region 2,Category 2,0.56,C
Product 540,Sub Category 9,Region 2,Category 2,73.83,B
Product 5884,Sub Category 14,Region 2,Category 2,-0.17,C
Product 590,Sub Category 9,Region 2,Category 2,0.16,C
Product 591,Sub Category 9,Region 2,Category 2,0.16,C
Product 592,Sub Category 9,Region 2,Category 2,0.16,C
Product 593,Sub Category 9,Region 2,Category 2,0.47,C
Product 595,Sub Category 9,Region 2,Category 2,0.08,C
Product 601,Sub Category 9,Region 2,Category 2,0.7,C
Product 602,Sub Category 9,Region 2,Category 2,0.23,C
Product 603,Sub Category 9,Region 2,Category 2,0.08,C
Product 604,Sub Category 9,Region 2,Category 2,0.54,C
Product 606,Sub Category 9,Region 2,Category 2,0.08,C
Product 6194,Sub Category 9,Region 2,Category 2,0.5,C
Product 6606,Sub Category 8,Region 2,Category 2,118.55,B
Product 6668,Sub Category 13,Region 2,Category 2,64.78,B
Product 669,Sub Category 3,Region 2,Category 2,0.16,C
Product 6702,Sub Category 9,Region 2,Category 2,0.47,C
Product 679,Sub Category 3,Region 2,Category 2,47.91,C
Product 6853,Sub Category 14,Region 2,Category 2,0.93,C
Product 6854,Sub Category 14,Region 2,Category 2,1.98,C
Product 6888,Sub Category 14,Region 2,Category 2,1.09,C
Product 694,Sub Category 3,Region 2,Category 2,0.23,C
Product 696,Sub Category 12,Region 2,Category 2,0.08,C
Product 7,Sub Category 11,Region 2,Category 2,61,B
Product 7000,Sub Category 12,Region 2,Category 2,2.92,C
Product 7103,Sub Category 12,Region 2,Category 2,6.08,C
Product 7116,Sub Category 14,Region 2,Category 2,1.07,C
Product 7117,Sub Category 14,Region 2,Category 2,1.07,C
Product 7157,Sub Category 13,Region 2,Category 2,0.93,C
Product 7163,Sub Category 11,Region 2,Category 2,3.27,C
Product 7164,Sub Category 11,Region 2,Category 2,1.17,C
Product 7187,Sub Category 12,Region 2,Category 2,0.86,C
Product 7188,Sub Category 13,Region 2,Category 2,4,C
Product 7189,Sub Category 13,Region 2,Category 2,9.11,C
Product 7190,Sub Category 13,Region 2,Category 2,6,C
Product 7197,Sub Category 12,Region 2,Category 2,20.22,C
Product 7198,Sub Category 12,Region 2,Category 2,16.18,C
Product 7199,Sub Category 12,Region 2,Category 2,13.22,C
Product 7200,Sub Category 3,Region 2,Category 2,0.86,C
Product 7201,Sub Category 9,Region 2,Category 2,0.44,C
Product 7202,Sub Category 9,Region 2,Category 2,3.11,C
Product 7203,Sub Category 9,Region 2,Category 2,2.57,C
Product 7240,Sub Category 8,Region 2,Category 2,1.33,C
Product 7311,Sub Category 9,Region 2,Category 2,11.67,C
Product 7334,Sub Category 8,Region 2,Category 2,29.96,C
Product 7347,Sub Category 14,Region 2,Category 2,5.94,C
Product 7364,Sub Category 14,Region 2,Category 2,0.86,C
Product 7365,Sub Category 14,Region 2,Category 2,0.86,C
Product 7374,Sub Category 14,Region 2,Category 2,2770.88,A
Product 7378,Sub Category 14,Region 2,Category 2,687.44,A
Product 7379,Sub Category 3,Region 2,Category 2,256.5,A
Product 7381,Sub Category 14,Region 2,Category 2,771.75,A
Product 7383,Sub Category 14,Region 2,Category 2,324.92,A
Product 7387,Sub Category 14,Region 2,Category 2,386.83,A
Product 7394,Sub Category 14,Region 2,Category 2,1.79,C
Product 7415,Sub Category 8,Region 2,Category 2,23.33,C
Product 7416,Sub Category 8,Region 2,Category 2,28.83,C
Product 7428,Sub Category 8,Region 2,Category 2,47,C
Product 7455,Sub Category 3,Region 2,Category 2,4.67,C
Product 7456,Sub Category 3,Region 2,Category 2,17.89,C
Product 7459,Sub Category 12,Region 2,Category 2,1.11,C
Product 7511,Sub Category 11,Region 2,Category 2,1.22,C
Product 7521,Sub Category 12,Region 2,Category 2,0.08,C
Product 7534,Sub Category 14,Region 2,Category 2,9.96,C
Product 7536,Sub Category 12,Region 2,Category 2,0.08,C
Product 7590,Sub Category 14,Region 2,Category 2,19.13,C
Product 7592,Sub Category 14,Region 2,Category 2,82,B
Product 7593,Sub Category 14,Region 2,Category 2,15.89,C
Product 7594,Sub Category 14,Region 2,Category 2,12.44,C
Product 760,Sub Category 3,Region 2,Category 2,0.31,C
Product 761,Sub Category 3,Region 2,Category 2,5.29,C
Product 7749,Sub Category 11,Region 2,Category 2,5.89,C
Product 7750,Sub Category 11,Region 2,Category 2,15.78,C
Product 7777,Sub Category 11,Region 2,Category 2,55.83,B
Product 782,Sub Category 3,Region 2,Category 2,3.89,C
Product 8,Sub Category 11,Region 2,Category 2,1.75,C
Product 845,Sub Category 8,Region 2,Category 2,0.08,C
Product 852,Sub Category 9,Region 2,Category 2,0.03,C
Product 853,Sub Category 9,Region 2,Category 2,0.2,C
Product 854,Sub Category 9,Region 2,Category 2,0.04,C
Product 855,Sub Category 9,Region 2,Category 2,0.14,C
Product 856,Sub Category 9,Region 2,Category 2,0.93,C
Product 857,Sub Category 9,Region 2,Category 2,15.48,C
Product 858,Sub Category 9,Region 2,Category 2,8.32,C
Product 859,Sub Category 9,Region 2,Category 2,4.74,C
Product 860,Sub Category 9,Region 2,Category 2,1.09,C
Product 862,Sub Category 9,Region 2,Category 2,11.59,C
Product 863,Sub Category 9,Region 2,Category 2,1.63,C
Product 865,Sub Category 9,Region 2,Category 2,12.37,C
Product 866,Sub Category 9,Region 2,Category 2,4.98,C
Product 867,Sub Category 9,Region 2,Category 2,6.84,C
Product 868,Sub Category 9,Region 2,Category 2,9.64,C
Product 869,Sub Category 9,Region 2,Category 2,19.68,C
Product 870,Sub Category 9,Region 2,Category 2,9.02,C
Product 871,Sub Category 9,Region 2,Category 2,175.23,B
Product 872,Sub Category 9,Region 2,Category 2,19.06,C
Product 873,Sub Category 9,Region 2,Category 2,8.17,C
Product 874,Sub Category 9,Region 2,Category 2,0.54,C
Product 876,Sub Category 9,Region 2,Category 2,0.78,C
Product 877,Sub Category 9,Region 2,Category 2,6.22,C
Product 878,Sub Category 9,Region 2,Category 2,1.87,C
Product 879,Sub Category 9,Region 2,Category 2,16.8,C
Product 880,Sub Category 9,Region 2,Category 2,1.94,C
Product 881,Sub Category 9,Region 2,Category 2,2.33,C
Product 882,Sub Category 9,Region 2,Category 2,4.43,C
Product 883,Sub Category 9,Region 2,Category 2,2.26,C
Product 884,Sub Category 9,Region 2,Category 2,384.84,A
Product 885,Sub Category 9,Region 2,Category 2,0.08,C
Product 886,Sub Category 9,Region 2,Category 2,8.56,C
Product 887,Sub Category 9,Region 2,Category 2,5.52,C
Product 888,Sub Category 8,Region 2,Category 2,0.93,C
Product 889,Sub Category 9,Region 2,Category 2,11.67,C
Product 890,Sub Category 9,Region 2,Category 2,3.34,C
Product 891,Sub Category 8,Region 2,Category 2,1.17,C
Product 892,Sub Category 8,Region 2,Category 2,0.08,C
Product 893,Sub Category 8,Region 2,Category 2,0.62,C
Product 896,Sub Category 9,Region 2,Category 2,0.67,C
Product 898,Sub Category 14,Region 2,Category 2,794.32,A
Product 9,Sub Category 11,Region 2,Category 2,869.83,A
Product 910,Sub Category 9,Region 2,Category 2,125.45,B
Product 913,Sub Category 9,Region 2,Category 2,48.33,B
Product 922,Sub Category 9,Region 2,Category 2,428.49,A
Product 924,Sub Category 9,Region 2,Category 2,24.59,C
Product 926,Sub Category 9,Region 2,Category 2,0.43,C
Product 930,Sub Category 14,Region 2,Category 2,6.33,C
Product 932,Sub Category 14,Region 2,Category 2,3.65,C
Product 933,Sub Category 14,Region 2,Category 2,14.56,C
Product 936,Sub Category 14,Region 2,Category 2,4,C
Product 938,Sub Category 14,Region 2,Category 2,318.44,A
Product 939,Sub Category 14,Region 2,Category 2,45.11,C
Product 944,Sub Category 14,Region 2,Category 2,8,C
Product 947,Sub Category 11,Region 2,Category 2,463.49,A
Product 951,Sub Category 11,Region 2,Category 2,293.33,A
Product 953,Sub Category 11,Region 2,Category 2,858.74,A
Product 959,Sub Category 11,Region 2,Category 2,277.91,A
Product 961,Sub Category 14,Region 2,Category 2,3.34,C
