Category,ItemId,Plan,Super Category,Volume
Sub Category 2,Product 610,Region 4,Category 3,12.94
Sub Category 2,Product 619,Region 4,Category 3,27.26
Sub Category 2,Product 623,Region 4,Category 3,4.73
Sub Category 2,Product 2148,Region 4,Category 3,0.22
Sub Category 2,Product 2129,Region 4,Category 3,35.89
Sub Category 2,Product 2125,Region 4,Category 3,11.67
Sub Category 2,Product 2137,Region 4,Category 3,7.78
Sub Category 2,Product 2131,Region 4,Category 3,11.11
Sub Category 2,Product 2132,Region 4,Category 3,9
Sub Category 2,Product 2128,Region 4,Category 3,26.94
Sub Category 2,Product 7363,Region 4,Category 3,1.28
Sub Category 2,Product 624,Region 4,Category 3,6.75
Sub Category 2,Product 3153,Region 4,Category 3,15.62
Sub Category 2,Product 3154,Region 4,Category 3,11.18
Sub Category 2,Product 13,Region 4,Category 3,3337.73
Sub Category 2,Product 14,Region 4,Category 3,0.84
Sub Category 2,Product 15,Region 4,Category 3,7309.78
Sub Category 2,Product 11,Region 4,Category 3,8474.4
Sub Category 2,Product 12,Region 4,Category 3,49.68
Sub Category 2,Product 2263,Region 4,Category 3,1322.09
Sub Category 2,Product 2273,Region 4,Category 3,11631.4
Sub Category 2,Product 2264,Region 4,Category 3,821.26
Sub Category 2,Product 2272,Region 4,Category 3,2834.63
Sub Category 2,Product 2265,Region 4,Category 3,520.3
Sub Category 2,Product 3078,Region 4,Category 3,34.81
Sub Category 2,Product 3079,Region 4,Category 3,625.55
Sub Category 2,Product 1621,Region 4,Category 3,75.48
Sub Category 2,Product 2432,Region 4,Category 3,4.38
Sub Category 2,Product 1619,Region 4,Category 3,0.81
Sub Category 2,Product 2442,Region 4,Category 3,1566.72
Sub Category 2,Product 1702,Region 4,Category 3,133.32
Sub Category 2,Product 7278,Region 4,Category 3,0.15
Sub Category 2,Product 1729,Region 4,Category 3,501.56
Sub Category 2,Product 2795,Region 4,Category 3,30
Sub Category 2,Product 7226,Region 4,Category 3,42.83
Sub Category 2,Product 607,Region 4,Category 3,0.07
Sub Category 2,Product 3975,Region 4,Category 3,5.5
Sub Category 2,Product 3976,Region 4,Category 3,5.5
Sub Category 2,Product 263,Region 4,Category 3,43.05
Sub Category 2,Product 1623,Region 4,Category 3,23.78
Sub Category 2,Product 1622,Region 4,Category 3,16.7
Sub Category 2,Product 281,Region 4,Category 3,1319.22
Sub Category 2,Product 2338,Region 4,Category 3,411.52
Sub Category 2,Product 2339,Region 4,Category 3,1121.83
Sub Category 2,Product 3006,Region 4,Category 3,735.94
Sub Category 2,Product 3083,Region 4,Category 3,3119.78
Sub Category 2,Product 1930,Region 4,Category 3,46.75
Sub Category 2,Product 1931,Region 4,Category 3,299.97
Sub Category 2,Product 730,Region 4,Category 3,2374.09
Sub Category 2,Product 3105,Region 4,Category 3,18.85
Sub Category 2,Product 3104,Region 4,Category 3,1308.63
Sub Category 2,Product 283,Region 4,Category 3,79.82
Sub Category 2,Product 284,Region 4,Category 3,58.67
Sub Category 2,Product 282,Region 4,Category 3,400.55
Sub Category 2,Product 2349,Region 4,Category 3,1374.05
Sub Category 2,Product 1929,Region 4,Category 3,205.92
Sub Category 2,Product 1928,Region 4,Category 3,662.46
Sub Category 2,Product 1933,Region 4,Category 3,196.78
Sub Category 2,Product 7770,Region 4,Category 3,12.8
Sub Category 2,Product 3965,Region 4,Category 3,90.05
Sub Category 2,Product 4248,Region 4,Category 3,221.94
Sub Category 2,Product 4249,Region 4,Category 3,233.55
Sub Category 2,Product 7557,Region 4,Category 3,111.22
Sub Category 2,Product 7558,Region 4,Category 3,20.97
Sub Category 2,Product 7789,Region 4,Category 3,18.78
Sub Category 2,Product 1989,Region 4,Category 3,7524.44
Sub Category 2,Product 2351,Region 4,Category 3,75.24
Sub Category 2,Product 1978,Region 4,Category 3,1458.94
Sub Category 3,Product 7533,Region 4,Category 2,3.22
Sub Category 3,Product 3253,Region 4,Category 2,6.14
Sub Category 3,Product 3251,Region 4,Category 2,61.11
Sub Category 3,Product 1387,Region 4,Category 2,32.44
Sub Category 3,Product 370,Region 4,Category 2,29.24
Sub Category 3,Product 371,Region 4,Category 2,10.19
Sub Category 3,Product 372,Region 4,Category 2,2.57
Sub Category 3,Product 376,Region 4,Category 2,0.38
Sub Category 3,Product 377,Region 4,Category 2,0.16
Sub Category 3,Product 1391,Region 4,Category 2,3.78
Sub Category 3,Product 1581,Region 4,Category 2,76.14
Sub Category 3,Product 1580,Region 4,Category 2,110.06
Sub Category 3,Product 3826,Region 4,Category 2,10.89
Sub Category 3,Product 1578,Region 4,Category 2,93.11
Sub Category 3,Product 1579,Region 4,Category 2,26.21
Sub Category 3,Product 317,Region 4,Category 2,609.89
Sub Category 3,Product 318,Region 4,Category 2,1752.33
Sub Category 3,Product 314,Region 4,Category 2,8.63
Sub Category 3,Product 2540,Region 4,Category 2,1.24
Sub Category 3,Product 2538,Region 4,Category 2,33.83
Sub Category 3,Product 2541,Region 4,Category 2,14.31
Sub Category 3,Product 2543,Region 4,Category 2,4.19
Sub Category 3,Product 2542,Region 4,Category 2,101.27
Sub Category 3,Product 2534,Region 4,Category 2,14.78
Sub Category 3,Product 782,Region 4,Category 2,2.8
Sub Category 3,Product 2523,Region 4,Category 2,2.64
Sub Category 3,Product 2536,Region 4,Category 2,769
Sub Category 3,Product 2535,Region 4,Category 2,29.89
Sub Category 3,Product 2518,Region 4,Category 2,1.01
Sub Category 3,Product 7200,Region 4,Category 2,0.47
Sub Category 3,Product 7455,Region 4,Category 2,6.38
Sub Category 3,Product 7456,Region 4,Category 2,12.44
Sub Category 3,Product 3285,Region 4,Category 2,0.23
Sub Category 3,Product 2260,Region 4,Category 2,0.93
Sub Category 3,Product 2259,Region 4,Category 2,1.32
Sub Category 3,Product 761,Region 4,Category 2,2.33
Sub Category 3,Product 2317,Region 4,Category 2,56.83
Sub Category 3,Product 3123,Region 4,Category 2,6.21
Sub Category 3,Product 3119,Region 4,Category 2,44.83
Sub Category 3,Product 7379,Region 4,Category 2,88.83
Sub Category 3,Product 679,Region 4,Category 2,0.78
Sub Category 3,Product 7546,Region 4,Category 2,6.33
Sub Category 3,Product 3136,Region 4,Category 2,32.25
Sub Category 3,Product 3000,Region 4,Category 2,12.5
Sub Category 3,Product 1820,Region 4,Category 2,16.67
Sub Category 3,Product 3089,Region 4,Category 2,149.89
Sub Category 3,Product 3060,Region 4,Category 2,33.42
Sub Category 3,Product 2998,Region 4,Category 2,349.55
Sub Category 3,Product 3002,Region 4,Category 2,46.33
Sub Category 3,Product 1879,Region 4,Category 2,34.11
Sub Category 3,Product 1882,Region 4,Category 2,5.78
Sub Category 3,Product 1960,Region 4,Category 2,4.98
Sub Category 3,Product 1906,Region 4,Category 2,88.59
Sub Category 3,Product 2999,Region 4,Category 2,82.33
Sub Category 3,Product 3959,Region 4,Category 2,125.44
Sub Category 3,Product 3960,Region 4,Category 2,5.22
Sub Category 3,Product 7559,Region 4,Category 2,8.89
Sub Category 3,Product 7562,Region 4,Category 2,2.78
Sub Category 3,Product 7776,Region 4,Category 2,36.33
Sub Category 3,Product 1958,Region 4,Category 2,100.55
Sub Category 4,Product 7051,Region 4,Category 4,20
Sub Category 4,Product 1772,Region 4,Category 4,6.33
Sub Category 4,Product 1773,Region 4,Category 4,1.92
Sub Category 4,Product 1684,Region 4,Category 4,0.5
Sub Category 4,Product 1686,Region 4,Category 4,18.33
Sub Category 4,Product 507,Region 4,Category 4,0.67
Sub Category 4,Product 512,Region 4,Category 4,15.42
Sub Category 4,Product 505,Region 4,Category 4,1
Sub Category 4,Product 504,Region 4,Category 4,0.33
Sub Category 4,Product 2801,Region 4,Category 4,27.5
Sub Category 4,Product 2798,Region 4,Category 4,1.5
Sub Category 4,Product 2808,Region 4,Category 4,7.67
Sub Category 4,Product 2062,Region 4,Category 4,55.42
Sub Category 4,Product 2072,Region 4,Category 4,0.21
Sub Category 4,Product 703,Region 4,Category 4,69.83
Sub Category 4,Product 1791,Region 4,Category 4,41.83
Sub Category 4,Product 1800,Region 4,Category 4,0.17
Sub Category 4,Product 1794,Region 4,Category 4,0.12
Sub Category 4,Product 1786,Region 4,Category 4,0.33
Sub Category 4,Product 1792,Region 4,Category 4,95
Sub Category 4,Product 1798,Region 4,Category 4,19.42
Sub Category 4,Product 1797,Region 4,Category 4,19.17
Sub Category 4,Product 1779,Region 4,Category 4,5.42
Sub Category 4,Product 1788,Region 4,Category 4,0.5
Sub Category 4,Product 1783,Region 4,Category 4,0.17
Sub Category 4,Product 7108,Region 4,Category 4,10.25
Sub Category 4,Product 2497,Region 4,Category 4,0.5
Sub Category 4,Product 2394,Region 4,Category 4,1.5
Sub Category 4,Product 257,Region 4,Category 4,17.25
Sub Category 4,Product 247,Region 4,Category 4,0.67
Sub Category 4,Product 4037,Region 4,Category 4,2.92
Sub Category 4,Product 1873,Region 4,Category 4,16.75
Sub Category 4,Product 2352,Region 4,Category 4,37.83
Sub Category 5,Product 1774,Region 4,Category 4,1.33
Sub Category 5,Product 508,Region 4,Category 4,2.5
Sub Category 5,Product 2804,Region 4,Category 4,3.5
Sub Category 5,Product 2067,Region 4,Category 4,3.25
Sub Category 5,Product 1778,Region 4,Category 4,8.83
Sub Category 5,Product 258,Region 4,Category 4,0.08
Sub Category 5,Product 3098,Region 4,Category 4,8.08
Sub Category 5,Product 2346,Region 4,Category 4,11.08
Sub Category 6,Product 3442,Region 4,Category 4,0.33
Sub Category 6,Product 2045,Region 4,Category 4,91.92
Sub Category 6,Product 2043,Region 4,Category 4,0.5
Sub Category 6,Product 2037,Region 4,Category 4,0.5
Sub Category 6,Product 1785,Region 4,Category 4,1.58
Sub Category 6,Product 2499,Region 4,Category 4,9
Sub Category 6,Product 2496,Region 4,Category 4,2.08
Sub Category 6,Product 2327,Region 4,Category 4,21.58
Sub Category 6,Product 2326,Region 4,Category 4,1.92
Sub Category 6,Product 1951,Region 4,Category 4,9.5
Sub Category 7,Product 2397,Region 4,Category 1,1.71
Sub Category 7,Product 2399,Region 4,Category 1,2.26
Sub Category 7,Product 531,Region 4,Category 1,2.02
Sub Category 8,Product 3241,Region 4,Category 2,1252
Sub Category 8,Product 3244,Region 4,Category 2,1
Sub Category 8,Product 3722,Region 4,Category 2,6.38
Sub Category 8,Product 3729,Region 4,Category 2,11.58
Sub Category 8,Product 4251,Region 4,Category 2,249.43
Sub Category 8,Product 1601,Region 4,Category 2,251.08
Sub Category 8,Product 1602,Region 4,Category 2,91.44
Sub Category 8,Product 1598,Region 4,Category 2,1.71
Sub Category 8,Product 1596,Region 4,Category 2,0.54
Sub Category 8,Product 1608,Region 4,Category 2,1.87
Sub Category 8,Product 7415,Region 4,Category 2,27.61
Sub Category 8,Product 7416,Region 4,Category 2,24.14
Sub Category 8,Product 426,Region 4,Category 2,17.42
Sub Category 8,Product 3422,Region 4,Category 2,97.56
Sub Category 8,Product 1185,Region 4,Category 2,437.66
Sub Category 8,Product 2268,Region 4,Category 2,34.08
Sub Category 8,Product 1011,Region 4,Category 2,1.24
Sub Category 8,Product 1017,Region 4,Category 2,121
Sub Category 8,Product 1296,Region 4,Category 2,11.42
Sub Category 8,Product 1297,Region 4,Category 2,0.21
Sub Category 8,Product 1293,Region 4,Category 2,2.67
Sub Category 8,Product 1285,Region 4,Category 2,12.11
Sub Category 8,Product 1284,Region 4,Category 2,8
Sub Category 8,Product 1025,Region 4,Category 2,0.47
Sub Category 8,Product 1010,Region 4,Category 2,4.56
Sub Category 8,Product 1282,Region 4,Category 2,11.56
Sub Category 8,Product 3607,Region 4,Category 2,85.94
Sub Category 8,Product 3611,Region 4,Category 2,50.63
Sub Category 8,Product 3612,Region 4,Category 2,314.3
Sub Category 8,Product 7427,Region 4,Category 2,8.44
Sub Category 8,Product 7428,Region 4,Category 2,1.22
Sub Category 8,Product 1030,Region 4,Category 2,18.14
Sub Category 8,Product 1019,Region 4,Category 2,0
Sub Category 8,Product 1292,Region 4,Category 2,145
Sub Category 8,Product 1289,Region 4,Category 2,349.33
Sub Category 8,Product 1012,Region 4,Category 2,0.62
Sub Category 8,Product 1027,Region 4,Category 2,0.08
Sub Category 8,Product 1295,Region 4,Category 2,41.33
Sub Category 8,Product 1021,Region 4,Category 2,5513.33
Sub Category 8,Product 1009,Region 4,Category 2,833.33
Sub Category 8,Product 1024,Region 4,Category 2,955
Sub Category 8,Product 2544,Region 4,Category 2,34.07
Sub Category 8,Product 2462,Region 4,Category 2,21.78
Sub Category 8,Product 229,Region 4,Category 2,6.25
Sub Category 8,Product 7140,Region 4,Category 2,1.61
Sub Category 8,Product 7141,Region 4,Category 2,1.17
Sub Category 8,Product 7142,Region 4,Category 2,0.08
Sub Category 8,Product 7143,Region 4,Category 2,0.06
Sub Category 8,Product 7144,Region 4,Category 2,0.16
Sub Category 8,Product 7146,Region 4,Category 2,0.47
Sub Category 8,Product 7147,Region 4,Category 2,0.28
Sub Category 8,Product 7148,Region 4,Category 2,0.31
Sub Category 8,Product 7149,Region 4,Category 2,0.47
Sub Category 8,Product 7150,Region 4,Category 2,0.31
Sub Category 8,Product 7151,Region 4,Category 2,0.39
Sub Category 8,Product 845,Region 4,Category 2,0.47
Sub Category 8,Product 892,Region 4,Category 2,0.08
Sub Category 8,Product 891,Region 4,Category 2,0.08
Sub Category 8,Product 893,Region 4,Category 2,0.47
Sub Category 8,Product 3968,Region 4,Category 2,3.22
Sub Category 8,Product 1291,Region 4,Category 2,2.75
Sub Category 8,Product 1283,Region 4,Category 2,83.22
Sub Category 8,Product 1029,Region 4,Category 2,0.23
Sub Category 8,Product 1827,Region 4,Category 2,102.33
Sub Category 8,Product 729,Region 4,Category 2,4.36
Sub Category 8,Product 2330,Region 4,Category 2,57.92
Sub Category 8,Product 1946,Region 4,Category 2,1.4
Sub Category 8,Product 1981,Region 4,Category 2,15.39
Sub Category 8,Product 3406,Region 4,Category 2,2.58
Sub Category 8,Product 3961,Region 4,Category 2,11.56
Sub Category 8,Product 7560,Region 4,Category 2,4.74
Sub Category 8,Product 7561,Region 4,Category 2,3.34
Sub Category 8,Product 2335,Region 4,Category 2,27.75
Sub Category 9,Product 1182,Region 4,Category 2,6.92
Sub Category 9,Product 2864,Region 4,Category 2,12
Sub Category 9,Product 2863,Region 4,Category 2,20.89
Sub Category 9,Product 2866,Region 4,Category 2,22.11
Sub Category 9,Product 2865,Region 4,Category 2,4.22
Sub Category 9,Product 3213,Region 4,Category 2,2.33
Sub Category 9,Product 3211,Region 4,Category 2,0.5
Sub Category 9,Product 1443,Region 4,Category 2,25.04
Sub Category 9,Product 1605,Region 4,Category 2,11.83
Sub Category 9,Product 910,Region 4,Category 2,9.64
Sub Category 9,Product 924,Region 4,Category 2,2.41
Sub Category 9,Product 1201,Region 4,Category 2,0.5
Sub Category 9,Product 913,Region 4,Category 2,90.89
Sub Category 9,Product 1181,Region 4,Category 2,9.44
Sub Category 9,Product 1198,Region 4,Category 2,35.78
Sub Category 9,Product 920,Region 4,Category 2,561.22
Sub Category 9,Product 923,Region 4,Category 2,325
Sub Category 9,Product 1184,Region 4,Category 2,30.25
Sub Category 9,Product 1200,Region 4,Category 2,18.22
Sub Category 9,Product 911,Region 4,Category 2,256.67
Sub Category 9,Product 1180,Region 4,Category 2,98.67
Sub Category 9,Product 2515,Region 4,Category 2,18.51
Sub Category 9,Product 2516,Region 4,Category 2,0.26
Sub Category 9,Product 2514,Region 4,Category 2,3.33
Sub Category 9,Product 418,Region 4,Category 2,3.73
Sub Category 9,Product 232,Region 4,Category 2,2.41
Sub Category 9,Product 231,Region 4,Category 2,9.64
Sub Category 9,Product 230,Region 4,Category 2,23.78
Sub Category 9,Product 1932,Region 4,Category 2,0.62
Sub Category 9,Product 2157,Region 4,Category 2,9.5
Sub Category 9,Product 1494,Region 4,Category 2,0.17
Sub Category 9,Product 1492,Region 4,Category 2,0.25
Sub Category 9,Product 1493,Region 4,Category 2,1.17
Sub Category 9,Product 1491,Region 4,Category 2,12.56
Sub Category 9,Product 2154,Region 4,Category 2,4200.78
Sub Category 9,Product 2153,Region 4,Category 2,2024.33
Sub Category 9,Product 2156,Region 4,Category 2,14.82
Sub Category 9,Product 2155,Region 4,Category 2,5.41
Sub Category 9,Product 7336,Region 4,Category 2,27.78
Sub Category 9,Product 1322,Region 4,Category 2,23.83
Sub Category 9,Product 2973,Region 4,Category 2,4.17
Sub Category 9,Product 2212,Region 4,Category 2,2.64
Sub Category 9,Product 2448,Region 4,Category 2,6
Sub Category 9,Product 2252,Region 4,Category 2,3.27
Sub Category 9,Product 2253,Region 4,Category 2,0.93
Sub Category 9,Product 2251,Region 4,Category 2,2.88
Sub Category 9,Product 858,Region 4,Category 2,0.78
Sub Category 9,Product 859,Region 4,Category 2,0.93
Sub Category 9,Product 862,Region 4,Category 2,4.82
Sub Category 9,Product 863,Region 4,Category 2,1.01
Sub Category 9,Product 865,Region 4,Category 2,0.39
Sub Category 9,Product 866,Region 4,Category 2,1.56
Sub Category 9,Product 868,Region 4,Category 2,1.09
Sub Category 9,Product 869,Region 4,Category 2,4.43
Sub Category 9,Product 870,Region 4,Category 2,1.4
Sub Category 9,Product 871,Region 4,Category 2,51.02
Sub Category 9,Product 872,Region 4,Category 2,1.63
Sub Category 9,Product 873,Region 4,Category 2,1.94
Sub Category 9,Product 874,Region 4,Category 2,2.26
Sub Category 9,Product 877,Region 4,Category 2,1.71
Sub Category 9,Product 879,Region 4,Category 2,2.8
Sub Category 9,Product 880,Region 4,Category 2,0.31
Sub Category 9,Product 881,Region 4,Category 2,1.79
Sub Category 9,Product 882,Region 4,Category 2,0.47
Sub Category 9,Product 883,Region 4,Category 2,0.47
Sub Category 9,Product 884,Region 4,Category 2,61.76
Sub Category 9,Product 886,Region 4,Category 2,2.02
Sub Category 9,Product 887,Region 4,Category 2,0.31
Sub Category 9,Product 889,Region 4,Category 2,2.72
Sub Category 9,Product 855,Region 4,Category 2,0.11
Sub Category 9,Product 854,Region 4,Category 2,0.19
Sub Category 9,Product 890,Region 4,Category 2,2.72
Sub Category 9,Product 857,Region 4,Category 2,2.18
Sub Category 9,Product 856,Region 4,Category 2,0.23
Sub Category 9,Product 1436,Region 4,Category 2,0.56
Sub Category 9,Product 1435,Region 4,Category 2,1.25
Sub Category 9,Product 1334,Region 4,Category 2,15
Sub Category 9,Product 1335,Region 4,Category 2,9.33
Sub Category 9,Product 1336,Region 4,Category 2,8.5
Sub Category 9,Product 1893,Region 4,Category 2,0.42
Sub Category 9,Product 1326,Region 4,Category 2,1.56
Sub Category 9,Product 1325,Region 4,Category 2,2.1
Sub Category 9,Product 1327,Region 4,Category 2,1.32
Sub Category 9,Product 540,Region 4,Category 2,53.72
Sub Category 9,Product 4053,Region 4,Category 2,1.06
Sub Category 9,Product 4054,Region 4,Category 2,0.31
Sub Category 9,Product 4055,Region 4,Category 2,0.72
Sub Category 9,Product 2271,Region 4,Category 2,8.01
Sub Category 9,Product 2285,Region 4,Category 2,32.67
Sub Category 9,Product 922,Region 4,Category 2,39.75
Sub Category 9,Product 2270,Region 4,Category 2,21.44
Sub Category 9,Product 2284,Region 4,Category 2,6.33
Sub Category 9,Product 2288,Region 4,Category 2,7
Sub Category 9,Product 243,Region 4,Category 2,2.02
Sub Category 9,Product 3088,Region 4,Category 2,20.67
Sub Category 9,Product 1878,Region 4,Category 2,35.78
Sub Category 9,Product 1850,Region 4,Category 2,4.39
Sub Category 9,Product 1919,Region 4,Category 2,34.25
Sub Category 9,Product 3854,Region 4,Category 2,6.58
Sub Category 9,Product 3855,Region 4,Category 2,2.42
Sub Category 9,Product 1824,Region 4,Category 2,12.18
Sub Category 9,Product 2319,Region 4,Category 2,2.71
Sub Category 9,Product 1822,Region 4,Category 2,7.93
Sub Category 9,Product 1823,Region 4,Category 2,0.31
Sub Category 9,Product 1987,Region 4,Category 2,39.67
Sub Category 9,Product 3962,Region 4,Category 2,7.62
Sub Category 9,Product 7778,Region 4,Category 2,10.39
Sub Category 9,Product 7779,Region 4,Category 2,1.39
Sub Category 9,Product 7780,Region 4,Category 2,0.11
Sub Category 9,Product 7781,Region 4,Category 2,0.17
Sub Category 9,Product 7782,Region 4,Category 2,0.06
Sub Category 9,Product 1825,Region 4,Category 2,4.42
Sub Category 9,Product 2074,Region 4,Category 2,23.22
Sub Category 9,Product 3073,Region 4,Category 2,5.02
Sub Category 9,Product 3066,Region 4,Category 2,14.72
Sub Category 9,Product 3067,Region 4,Category 2,0.82
Sub Category 9,Product 3068,Region 4,Category 2,0.51
Sub Category 9,Product 3069,Region 4,Category 2,2.63
Sub Category 9,Product 3070,Region 4,Category 2,4.16
Sub Category 9,Product 3071,Region 4,Category 2,4.16
Sub Category 9,Product 3072,Region 4,Category 2,4.94
Sub Category 9,Product 4096,Region 4,Category 2,13.3
Sub Category 9,Product 1945,Region 4,Category 2,51.18
Sub Category 10,Product 1229,Region 4,Category 2,1045.73
Sub Category 10,Product 2413,Region 4,Category 2,101.14
Sub Category 10,Product 2414,Region 4,Category 2,113.27
Sub Category 10,Product 2415,Region 4,Category 2,70.4
Sub Category 10,Product 2416,Region 4,Category 2,203.93
Sub Category 10,Product 2412,Region 4,Category 2,93.1
Sub Category 10,Product 270,Region 4,Category 2,478.44
Sub Category 10,Product 268,Region 4,Category 2,442.32
Sub Category 10,Product 266,Region 4,Category 2,486.54
Sub Category 10,Product 267,Region 4,Category 2,495.95
Sub Category 10,Product 269,Region 4,Category 2,478.93
Sub Category 10,Product 265,Region 4,Category 2,167.32
Sub Category 10,Product 1228,Region 4,Category 2,567.29
Sub Category 10,Product 1975,Region 4,Category 2,16.65
Sub Category 10,Product 1973,Region 4,Category 2,17.27
Sub Category 10,Product 1976,Region 4,Category 2,16.06
Sub Category 10,Product 7775,Region 4,Category 2,61.56
Sub Category 11,Product 956,Region 4,Category 2,100.22
Sub Category 11,Product 951,Region 4,Category 2,45
Sub Category 11,Product 959,Region 4,Category 2,20.25
Sub Category 11,Product 3250,Region 4,Category 2,26.52
Sub Category 11,Product 1593,Region 4,Category 2,525.25
Sub Category 11,Product 1592,Region 4,Category 2,8.08
Sub Category 11,Product 1194,Region 4,Category 2,10.75
Sub Category 11,Product 1195,Region 4,Category 2,6.33
Sub Category 11,Product 947,Region 4,Category 2,82.67
Sub Category 11,Product 1188,Region 4,Category 2,7.11
Sub Category 11,Product 1189,Region 4,Category 2,3.22
Sub Category 11,Product 953,Region 4,Category 2,127.4
Sub Category 11,Product 958,Region 4,Category 2,552
Sub Category 11,Product 949,Region 4,Category 2,659.22
Sub Category 11,Product 960,Region 4,Category 2,478
Sub Category 11,Product 1174,Region 4,Category 2,5.11
Sub Category 11,Product 952,Region 4,Category 2,200
Sub Category 11,Product 1192,Region 4,Category 2,11.33
Sub Category 11,Product 3565,Region 4,Category 2,11.67
Sub Category 11,Product 7596,Region 4,Category 2,0.23
Sub Category 11,Product 2522,Region 4,Category 2,24.97
Sub Category 11,Product 2521,Region 4,Category 2,0.7
Sub Category 11,Product 2411,Region 4,Category 2,142
Sub Category 11,Product 9,Region 4,Category 2,3.58
Sub Category 11,Product 2983,Region 4,Category 2,9
Sub Category 11,Product 2997,Region 4,Category 2,0.03
Sub Category 11,Product 2982,Region 4,Category 2,35.78
Sub Category 11,Product 2979,Region 4,Category 2,31.89
Sub Category 11,Product 2980,Region 4,Category 2,34.56
Sub Category 11,Product 2981,Region 4,Category 2,46.44
Sub Category 11,Product 4232,Region 4,Category 2,0.08
Sub Category 11,Product 7747,Region 4,Category 2,1.67
Sub Category 11,Product 7748,Region 4,Category 2,2.33
Sub Category 11,Product 2735,Region 4,Category 2,7.23
Sub Category 11,Product 3128,Region 4,Category 2,5.22
Sub Category 11,Product 3133,Region 4,Category 2,84
Sub Category 11,Product 3131,Region 4,Category 2,2
Sub Category 11,Product 3130,Region 4,Category 2,15.58
Sub Category 11,Product 3132,Region 4,Category 2,2.08
Sub Category 11,Product 3134,Region 4,Category 2,2
Sub Category 11,Product 3129,Region 4,Category 2,2.67
Sub Category 11,Product 2504,Region 4,Category 2,11.74
Sub Category 11,Product 8,Region 4,Category 2,0.17
Sub Category 11,Product 7,Region 4,Category 2,3.25
Sub Category 11,Product 2,Region 4,Category 2,0.23
Sub Category 11,Product 2283,Region 4,Category 2,1.58
Sub Category 11,Product 2267,Region 4,Category 2,31.08
Sub Category 11,Product 2286,Region 4,Category 2,3341.08
Sub Category 11,Product 2282,Region 4,Category 2,35.89
Sub Category 11,Product 2322,Region 4,Category 2,18.44
Sub Category 11,Product 1830,Region 4,Category 2,16.67
Sub Category 11,Product 7550,Region 4,Category 2,7.54
Sub Category 11,Product 1922,Region 4,Category 2,16.5
Sub Category 11,Product 3338,Region 4,Category 2,22.78
Sub Category 11,Product 1956,Region 4,Category 2,6.44
Sub Category 11,Product 1957,Region 4,Category 2,8.22
Sub Category 11,Product 2320,Region 4,Category 2,40.33
Sub Category 11,Product 2321,Region 4,Category 2,35.11
Sub Category 11,Product 2337,Region 4,Category 2,14
Sub Category 11,Product 3121,Region 4,Category 2,54.92
Sub Category 11,Product 1826,Region 4,Category 2,1.24
Sub Category 11,Product 1843,Region 4,Category 2,45.42
Sub Category 11,Product 3107,Region 4,Category 2,26.83
Sub Category 11,Product 5561,Region 4,Category 2,0.16
Sub Category 11,Product 1918,Region 4,Category 2,13.75
Sub Category 11,Product 3824,Region 4,Category 2,10.19
Sub Category 11,Product 7784,Region 4,Category 2,0.56
Sub Category 11,Product 7786,Region 4,Category 2,1.11
Sub Category 12,Product 2853,Region 4,Category 2,14.17
Sub Category 12,Product 2852,Region 4,Category 2,4.83
Sub Category 12,Product 2856,Region 4,Category 2,48.5
Sub Category 12,Product 3723,Region 4,Category 2,0.33
Sub Category 12,Product 3724,Region 4,Category 2,0.17
Sub Category 12,Product 7000,Region 4,Category 2,0.25
Sub Category 12,Product 7535,Region 4,Category 2,2.57
Sub Category 12,Product 7536,Region 4,Category 2,2.49
Sub Category 12,Product 7591,Region 4,Category 2,0.08
Sub Category 12,Product 7537,Region 4,Category 2,0.93
Sub Category 12,Product 7538,Region 4,Category 2,2.02
Sub Category 12,Product 3931,Region 4,Category 2,0.16
Sub Category 12,Product 3932,Region 4,Category 2,0.16
Sub Category 12,Product 3933,Region 4,Category 2,0.16
Sub Category 12,Product 424,Region 4,Category 2,1.01
Sub Category 12,Product 420,Region 4,Category 2,0.78
Sub Category 12,Product 3282,Region 4,Category 2,0.23
Sub Category 12,Product 423,Region 4,Category 2,0.54
Sub Category 12,Product 1005,Region 4,Category 2,24.75
Sub Category 12,Product 1002,Region 4,Category 2,30.33
Sub Category 12,Product 1003,Region 4,Category 2,27.33
Sub Category 12,Product 1001,Region 4,Category 2,23.08
Sub Category 12,Product 1004,Region 4,Category 2,0.25
Sub Category 12,Product 7103,Region 4,Category 2,0.25
Sub Category 12,Product 7199,Region 4,Category 2,0.54
Sub Category 12,Product 2739,Region 4,Category 2,27.67
Sub Category 12,Product 2738,Region 4,Category 2,5.44
Sub Category 12,Product 1756,Region 4,Category 2,1.79
Sub Category 12,Product 1757,Region 4,Category 2,14.23
Sub Category 12,Product 1754,Region 4,Category 2,0.16
Sub Category 12,Product 3564,Region 4,Category 2,0.23
Sub Category 12,Product 7459,Region 4,Category 2,0.11
Sub Category 12,Product 1674,Region 4,Category 2,0.08
Sub Category 12,Product 1675,Region 4,Category 2,100.75
Sub Category 12,Product 1668,Region 4,Category 2,1.11
Sub Category 12,Product 1657,Region 4,Category 2,10.42
Sub Category 12,Product 1648,Region 4,Category 2,0.33
Sub Category 12,Product 1679,Region 4,Category 2,433.83
Sub Category 12,Product 1666,Region 4,Category 2,1132.33
Sub Category 12,Product 1678,Region 4,Category 2,545.83
Sub Category 12,Product 1665,Region 4,Category 2,2030.67
