Category,ItemId,Plan,Super Category,Volume
Sub Category 18,Product 2687,Region 1,Category 1,3.75
Sub Category 18,Product 2680,Region 1,Category 1,31.67
Sub Category 18,Product 2688,Region 1,Category 1,25
Sub Category 18,Product 2684,Region 1,Category 1,9.5
Sub Category 18,Product 2682,Region 1,Category 1,41.42
Sub Category 18,Product 2683,Region 1,Category 1,7.5
Sub Category 18,Product 2676,Region 1,Category 1,76.25
Sub Category 18,Product 2371,Region 1,Category 1,1
Sub Category 18,Product 222,Region 1,Category 1,9.5
Sub Category 18,Product 221,Region 1,Category 1,7.67
Sub Category 18,Product 2243,Region 1,Category 1,0.58
Sub Category 18,Product 4539,Region 1,Category 1,1
Sub Category 18,Product 2249,Region 1,Category 1,42
Sub Category 18,Product 2248,Region 1,Category 1,3.5
Sub Category 18,Product 2247,Region 1,Category 1,11
Sub Category 18,Product 2620,Region 1,Category 1,29.5
Sub Category 18,Product 738,Region 1,Category 1,2.5
Sub Category 18,Product 1626,Region 1,Category 1,2.25
Sub Category 18,Product 2552,Region 1,Category 1,2.42
Sub Category 18,Product 2553,Region 1,Category 1,8
Sub Category 18,Product 2554,Region 1,Category 1,12
Sub Category 18,Product 2555,Region 1,Category 1,5
Sub Category 18,Product 4147,Region 1,Category 1,11.5
Sub Category 18,Product 155,Region 1,Category 1,38
Sub Category 18,Product 129,Region 1,Category 1,2.5
Sub Category 18,Product 174,Region 1,Category 1,332.44
Sub Category 18,Product 798,Region 1,Category 1,1.5
Sub Category 18,Product 804,Region 1,Category 1,1.25
Sub Category 18,Product 132,Region 1,Category 1,2.08
Sub Category 18,Product 792,Region 1,Category 1,2.5
Sub Category 18,Product 163,Region 1,Category 1,25.5
Sub Category 18,Product 821,Region 1,Category 1,32.08
Sub Category 18,Product 116,Region 1,Category 1,4.5
Sub Category 18,Product 151,Region 1,Category 1,40
Sub Category 18,Product 809,Region 1,Category 1,7
Sub Category 18,Product 165,Region 1,Category 1,0.75
Sub Category 18,Product 147,Region 1,Category 1,0.58
Sub Category 18,Product 149,Region 1,Category 1,34
Sub Category 18,Product 145,Region 1,Category 1,2
Sub Category 18,Product 141,Region 1,Category 1,4
Sub Category 18,Product 168,Region 1,Category 1,19
Sub Category 18,Product 184,Region 1,Category 1,22.67
Sub Category 18,Product 158,Region 1,Category 1,3
Sub Category 18,Product 120,Region 1,Category 1,12.08
Sub Category 18,Product 81,Region 1,Category 1,10
Sub Category 18,Product 817,Region 1,Category 1,4.08
Sub Category 18,Product 816,Region 1,Category 1,3
Sub Category 18,Product 7002,Region 1,Category 1,1.99
Sub Category 18,Product 7424,Region 1,Category 1,600
Sub Category 18,Product 2718,Region 1,Category 1,5
Sub Category 18,Product 2720,Region 1,Category 1,2.06
Sub Category 18,Product 2715,Region 1,Category 1,8.5
Sub Category 18,Product 1698,Region 1,Category 1,7.5
Sub Category 18,Product 1701,Region 1,Category 1,0.5
Sub Category 18,Product 3162,Region 1,Category 1,22.5
Sub Category 18,Product 7443,Region 1,Category 1,3
Sub Category 18,Product 2245,Region 1,Category 1,5.5
Sub Category 18,Product 223,Region 1,Category 1,126
Sub Category 18,Product 225,Region 1,Category 1,23.58
Sub Category 18,Product 7445,Region 1,Category 1,10
Sub Category 18,Product 1810,Region 1,Category 1,1
Sub Category 18,Product 3178,Region 1,Category 1,1
Sub Category 18,Product 492,Region 1,Category 1,144.5
Sub Category 18,Product 496,Region 1,Category 1,66.58
Sub Category 18,Product 718,Region 1,Category 1,3
Sub Category 18,Product 710,Region 1,Category 1,2.17
Sub Category 18,Product 712,Region 1,Category 1,19
Sub Category 18,Product 713,Region 1,Category 1,49.5
Sub Category 18,Product 716,Region 1,Category 1,19.5
Sub Category 18,Product 3697,Region 1,Category 1,4.67
Sub Category 18,Product 7367,Region 1,Category 1,10
Sub Category 18,Product 2645,Region 1,Category 1,0.08
Sub Category 18,Product 2627,Region 1,Category 1,15
Sub Category 18,Product 2635,Region 1,Category 1,0.08
Sub Category 18,Product 3322,Region 1,Category 1,31.5
Sub Category 18,Product 2790,Region 1,Category 1,28
Sub Category 18,Product 2356,Region 1,Category 1,0.08
Sub Category 18,Product 474,Region 1,Category 1,8.67
Sub Category 18,Product 472,Region 1,Category 1,16.08
Sub Category 18,Product 1455,Region 1,Category 1,1
Sub Category 18,Product 4712,Region 1,Category 1,0.5
Sub Category 18,Product 4713,Region 1,Category 1,0.5
Sub Category 18,Product 4089,Region 1,Category 1,2.5
Sub Category 18,Product 1445,Region 1,Category 1,0.5
Sub Category 18,Product 1462,Region 1,Category 1,1
Sub Category 18,Product 3599,Region 1,Category 1,2.5
Sub Category 18,Product 3870,Region 1,Category 1,15
Sub Category 18,Product 7447,Region 1,Category 1,3
Sub Category 18,Product 685,Region 1,Category 1,1.5
Sub Category 18,Product 680,Region 1,Category 1,0.5
Sub Category 18,Product 682,Region 1,Category 1,2.5
Sub Category 18,Product 691,Region 1,Category 1,1.67
Sub Category 18,Product 690,Region 1,Category 1,8
Sub Category 18,Product 2832,Region 1,Category 1,50
Sub Category 18,Product 2829,Region 1,Category 1,0.58
Sub Category 18,Product 337,Region 1,Category 1,2.5
Sub Category 18,Product 335,Region 1,Category 1,45.92
Sub Category 18,Product 331,Region 1,Category 1,10.5
Sub Category 18,Product 332,Region 1,Category 1,10
Sub Category 18,Product 329,Region 1,Category 1,2.83
Sub Category 18,Product 4110,Region 1,Category 1,20
Sub Category 18,Product 326,Region 1,Category 1,59.67
Sub Category 18,Product 328,Region 1,Category 1,44
Sub Category 18,Product 327,Region 1,Category 1,56
Sub Category 18,Product 3014,Region 1,Category 1,0.17
Sub Category 18,Product 7686,Region 1,Category 1,6
Sub Category 18,Product 3057,Region 1,Category 1,8
Sub Category 18,Product 5134,Region 1,Category 1,2
Sub Category 18,Product 7449,Region 1,Category 1,2
Sub Category 18,Product 3833,Region 1,Category 1,6
Sub Category 18,Product 5579,Region 1,Category 1,2
Sub Category 18,Product 3031,Region 1,Category 1,1
Sub Category 18,Product 5739,Region 1,Category 1,0
Sub Category 18,Product 1692,Region 1,Category 1,2
Sub Category 18,Product 3053,Region 1,Category 1,1
Sub Category 18,Product 3016,Region 1,Category 1,1
Sub Category 18,Product 3054,Region 1,Category 1,0.5
Sub Category 18,Product 6469,Region 1,Category 1,1
Sub Category 18,Product 3021,Region 1,Category 1,4
Sub Category 18,Product 3037,Region 1,Category 1,14.5
Sub Category 18,Product 3050,Region 1,Category 1,4
Sub Category 18,Product 3905,Region 1,Category 1,2
Sub Category 18,Product 4242,Region 1,Category 1,1
Sub Category 18,Product 7417,Region 1,Category 1,3
Sub Category 18,Product 7729,Region 1,Category 1,10
Sub Category 18,Product 7730,Region 1,Category 1,15
Sub Category 18,Product 7731,Region 1,Category 1,9
Sub Category 18,Product 2408,Region 1,Category 1,155.67
Sub Category 18,Product 1720,Region 1,Category 1,27
Sub Category 18,Product 1725,Region 1,Category 1,5
Sub Category 18,Product 1714,Region 1,Category 1,8
Sub Category 18,Product 1715,Region 1,Category 1,22
Sub Category 18,Product 1716,Region 1,Category 1,21
Sub Category 18,Product 3184,Region 1,Category 1,4
Sub Category 18,Product 1812,Region 1,Category 1,5.17
Sub Category 18,Product 2575,Region 1,Category 1,0.25
Sub Category 18,Product 1410,Region 1,Category 1,5
Sub Category 18,Product 699,Region 1,Category 1,8.5
Sub Category 18,Product 780,Region 1,Category 1,11
Sub Category 18,Product 767,Region 1,Category 1,6
Sub Category 18,Product 766,Region 1,Category 1,1.33
Sub Category 18,Product 239,Region 1,Category 1,0.08
Sub Category 18,Product 262,Region 1,Category 1,0.08
Sub Category 18,Product 2563,Region 1,Category 1,15
Sub Category 18,Product 2564,Region 1,Category 1,0.5
Sub Category 18,Product 1690,Region 1,Category 1,0.17
Sub Category 18,Product 3165,Region 1,Category 1,76
Sub Category 18,Product 3167,Region 1,Category 1,1
Sub Category 18,Product 2653,Region 1,Category 1,5
Sub Category 18,Product 2362,Region 1,Category 1,27
Sub Category 18,Product 500,Region 1,Category 1,1.33
Sub Category 18,Product 1519,Region 1,Category 1,26
Sub Category 18,Product 4040,Region 1,Category 1,4
Sub Category 18,Product 775,Region 1,Category 1,5.5
Sub Category 18,Product 770,Region 1,Category 1,7.5
Sub Category 18,Product 768,Region 1,Category 1,7.83
Sub Category 18,Product 4171,Region 1,Category 1,1
Sub Category 18,Product 547,Region 1,Category 1,1
Sub Category 18,Product 553,Region 1,Category 1,3
Sub Category 18,Product 570,Region 1,Category 1,24.5
Sub Category 18,Product 565,Region 1,Category 1,73.5
Sub Category 18,Product 567,Region 1,Category 1,8.5
Sub Category 18,Product 537,Region 1,Category 1,0.33
Sub Category 18,Product 566,Region 1,Category 1,49.5
Sub Category 18,Product 568,Region 1,Category 1,32.5
Sub Category 18,Product 576,Region 1,Category 1,4
Sub Category 18,Product 563,Region 1,Category 1,1.5
Sub Category 18,Product 2546,Region 1,Category 1,0.08
Sub Category 18,Product 786,Region 1,Category 1,0.25
Sub Category 18,Product 7450,Region 1,Category 1,2.5
Sub Category 19,Product 2490,Region 1,Category 1,10
Sub Category 19,Product 107,Region 1,Category 1,0.67
Sub Category 19,Product 203,Region 1,Category 1,7.5
Sub Category 19,Product 1520,Region 1,Category 1,22.83
Sub Category 19,Product 1532,Region 1,Category 1,27.5
Sub Category 19,Product 2101,Region 1,Category 1,0.58
Sub Category 19,Product 2583,Region 1,Category 1,1
Sub Category 19,Product 2581,Region 1,Category 1,2.92
Sub Category 19,Product 2582,Region 1,Category 1,3.42
Sub Category 19,Product 2580,Region 1,Category 1,8.67
Sub Category 19,Product 2586,Region 1,Category 1,39.5
Sub Category 19,Product 2584,Region 1,Category 1,1.92
Sub Category 19,Product 2055,Region 1,Category 1,35.5
Sub Category 19,Product 2050,Region 1,Category 1,6.5
Sub Category 19,Product 2056,Region 1,Category 1,1.5
Sub Category 19,Product 2051,Region 1,Category 1,3.5
Sub Category 19,Product 2211,Region 1,Category 1,67
Sub Category 19,Product 2200,Region 1,Category 1,14.58
Sub Category 19,Product 127,Region 1,Category 1,6.5
Sub Category 19,Product 137,Region 1,Category 1,2.5
Sub Category 19,Product 7422,Region 1,Category 1,711
Sub Category 19,Product 1511,Region 1,Category 1,2.5
Sub Category 19,Product 2353,Region 1,Category 1,2
Sub Category 19,Product 473,Region 1,Category 1,8.08
Sub Category 19,Product 334,Region 1,Category 1,0.5
Sub Category 19,Product 2410,Region 1,Category 1,30.67
Sub Category 19,Product 1372,Region 1,Category 1,1.25
Sub Category 19,Product 1514,Region 1,Category 1,5.83
Sub Category 19,Product 2734,Region 1,Category 1,4
Sub Category 19,Product 2727,Region 1,Category 1,2
Sub Category 19,Product 561,Region 1,Category 1,46
Sub Category 19,Product 4052,Region 1,Category 1,0.5
Sub Category 19,Product 784,Region 1,Category 1,0.17
Sub Category 19,Product 2210,Region 1,Category 1,4.5
Sub Category 19,Product 2057,Region 1,Category 1,90
Sub Category 20,Product 7612,Region 1,Category 1,6
Sub Category 20,Product 7613,Region 1,Category 1,4
Sub Category 20,Product 1554,Region 1,Category 1,0.5
Sub Category 20,Product 2494,Region 1,Category 1,6
Sub Category 20,Product 2492,Region 1,Category 1,0.75
Sub Category 20,Product 2489,Region 1,Category 1,1.08
Sub Category 20,Product 105,Region 1,Category 1,18.58
Sub Category 20,Product 118,Region 1,Category 1,2
Sub Category 20,Product 106,Region 1,Category 1,18.83
Sub Category 20,Product 180,Region 1,Category 1,61.6
Sub Category 20,Product 211,Region 1,Category 1,4
Sub Category 20,Product 193,Region 1,Category 1,3
Sub Category 20,Product 196,Region 1,Category 1,4.33
Sub Category 20,Product 204,Region 1,Category 1,0.08
Sub Category 20,Product 200,Region 1,Category 1,4.58
Sub Category 20,Product 197,Region 1,Category 1,2.58
Sub Category 20,Product 201,Region 1,Category 1,3.08
Sub Category 20,Product 206,Region 1,Category 1,47.67
Sub Category 20,Product 205,Region 1,Category 1,17.5
Sub Category 20,Product 209,Region 1,Category 1,11
Sub Category 20,Product 207,Region 1,Category 1,3
Sub Category 20,Product 187,Region 1,Category 1,5.5
Sub Category 20,Product 1760,Region 1,Category 1,20.75
Sub Category 20,Product 1759,Region 1,Category 1,3
Sub Category 20,Product 1758,Region 1,Category 1,0
Sub Category 20,Product 2018,Region 1,Category 1,1.17
Sub Category 20,Product 2016,Region 1,Category 1,9
Sub Category 20,Product 2019,Region 1,Category 1,6
Sub Category 20,Product 2025,Region 1,Category 1,28
Sub Category 20,Product 2014,Region 1,Category 1,0.33
Sub Category 20,Product 1587,Region 1,Category 1,7.67
Sub Category 20,Product 1589,Region 1,Category 1,1.58
Sub Category 20,Product 1588,Region 1,Category 1,0.08
Sub Category 20,Product 1590,Region 1,Category 1,10
Sub Category 20,Product 1591,Region 1,Category 1,16
Sub Category 20,Product 1560,Region 1,Category 1,17.33
Sub Category 20,Product 2261,Region 1,Category 1,18
Sub Category 20,Product 1521,Region 1,Category 1,8
Sub Category 20,Product 1515,Region 1,Category 1,0.17
Sub Category 20,Product 1516,Region 1,Category 1,0.75
Sub Category 20,Product 1517,Region 1,Category 1,4.17
Sub Category 20,Product 1530,Region 1,Category 1,200
Sub Category 20,Product 1534,Region 1,Category 1,177.5
Sub Category 20,Product 1527,Region 1,Category 1,7.5
Sub Category 20,Product 1533,Region 1,Category 1,2
Sub Category 20,Product 1531,Region 1,Category 1,4
Sub Category 20,Product 2100,Region 1,Category 1,1.08
Sub Category 20,Product 2103,Region 1,Category 1,20
Sub Category 20,Product 2099,Region 1,Category 1,0.5
Sub Category 20,Product 2111,Region 1,Category 1,10.5
Sub Category 20,Product 1490,Region 1,Category 1,2
Sub Category 20,Product 2302,Region 1,Category 1,16
Sub Category 20,Product 2305,Region 1,Category 1,13
Sub Category 20,Product 2314,Region 1,Category 1,53
Sub Category 20,Product 2309,Region 1,Category 1,12
Sub Category 20,Product 2297,Region 1,Category 1,4
Sub Category 20,Product 520,Region 1,Category 1,1.83
Sub Category 20,Product 2456,Region 1,Category 1,0.25
Sub Category 20,Product 3803,Region 1,Category 1,3.42
Sub Category 20,Product 343,Region 1,Category 1,28
Sub Category 20,Product 342,Region 1,Category 1,10
Sub Category 20,Product 584,Region 1,Category 1,3.67
Sub Category 20,Product 585,Region 1,Category 1,2
Sub Category 20,Product 2407,Region 1,Category 1,10
Sub Category 20,Product 2403,Region 1,Category 1,10
Sub Category 20,Product 2234,Region 1,Category 1,0.5
Sub Category 20,Product 2225,Region 1,Category 1,24.08
Sub Category 20,Product 2193,Region 1,Category 1,0.5
Sub Category 20,Product 2174,Region 1,Category 1,0.67
Sub Category 20,Product 2238,Region 1,Category 1,59.08
Sub Category 20,Product 2205,Region 1,Category 1,0.75
Sub Category 20,Product 2172,Region 1,Category 1,6.5
Sub Category 20,Product 2167,Region 1,Category 1,1
Sub Category 20,Product 2233,Region 1,Category 1,3
Sub Category 20,Product 762,Region 1,Category 1,5.17
Sub Category 20,Product 189,Region 1,Category 1,3
Sub Category 20,Product 2686,Region 1,Category 1,0.33
Sub Category 20,Product 2678,Region 1,Category 1,0.42
Sub Category 20,Product 2677,Region 1,Category 1,75.17
Sub Category 20,Product 220,Region 1,Category 1,2.33
Sub Category 20,Product 219,Region 1,Category 1,4
Sub Category 20,Product 1364,Region 1,Category 1,26.33
Sub Category 20,Product 1367,Region 1,Category 1,2
Sub Category 20,Product 2964,Region 1,Category 1,2
Sub Category 20,Product 2550,Region 1,Category 1,6.08
Sub Category 20,Product 156,Region 1,Category 1,10
Sub Category 20,Product 126,Region 1,Category 1,1.33
Sub Category 20,Product 173,Region 1,Category 1,405.78
Sub Category 20,Product 91,Region 1,Category 1,4
Sub Category 20,Product 818,Region 1,Category 1,5.58
Sub Category 20,Product 130,Region 1,Category 1,2.5
Sub Category 20,Product 157,Region 1,Category 1,2
Sub Category 20,Product 796,Region 1,Category 1,0.17
Sub Category 20,Product 803,Region 1,Category 1,3.17
Sub Category 20,Product 90,Region 1,Category 1,2.5
Sub Category 20,Product 128,Region 1,Category 1,2.5
Sub Category 20,Product 794,Region 1,Category 1,1.75
Sub Category 20,Product 162,Region 1,Category 1,9
Sub Category 20,Product 823,Region 1,Category 1,7.25
Sub Category 20,Product 822,Region 1,Category 1,14.08
Sub Category 20,Product 115,Region 1,Category 1,0.5
Sub Category 20,Product 154,Region 1,Category 1,1
Sub Category 20,Product 799,Region 1,Category 1,1.5
Sub Category 20,Product 110,Region 1,Category 1,3
Sub Category 20,Product 166,Region 1,Category 1,3.17
Sub Category 20,Product 167,Region 1,Category 1,0.33
Sub Category 20,Product 170,Region 1,Category 1,105
Sub Category 20,Product 82,Region 1,Category 1,19
Sub Category 20,Product 146,Region 1,Category 1,0.5
Sub Category 20,Product 135,Region 1,Category 1,18
Sub Category 20,Product 136,Region 1,Category 1,2
Sub Category 20,Product 171,Region 1,Category 1,20
Sub Category 20,Product 140,Region 1,Category 1,5.5
Sub Category 20,Product 169,Region 1,Category 1,25.58
Sub Category 20,Product 4127,Region 1,Category 1,4
Sub Category 20,Product 814,Region 1,Category 1,1
Sub Category 20,Product 7001,Region 1,Category 1,1.99
Sub Category 20,Product 7421,Region 1,Category 1,216
Sub Category 20,Product 2717,Region 1,Category 1,4.5
Sub Category 20,Product 2713,Region 1,Category 1,3
Sub Category 20,Product 2721,Region 1,Category 1,1.06
Sub Category 20,Product 2719,Region 1,Category 1,5.5
Sub Category 20,Product 2242,Region 1,Category 1,2.5
Sub Category 20,Product 224,Region 1,Category 1,57.5
Sub Category 20,Product 1431,Region 1,Category 1,5
Sub Category 20,Product 1809,Region 1,Category 1,0.08
Sub Category 20,Product 3179,Region 1,Category 1,1.17
Sub Category 20,Product 1510,Region 1,Category 1,3.75
Sub Category 20,Product 491,Region 1,Category 1,55.58
Sub Category 20,Product 493,Region 1,Category 1,70.75
Sub Category 20,Product 495,Region 1,Category 1,37
Sub Category 20,Product 4529,Region 1,Category 1,19.5
Sub Category 20,Product 715,Region 1,Category 1,27.5
Sub Category 20,Product 714,Region 1,Category 1,14.5
Sub Category 20,Product 489,Region 1,Category 1,22.83
Sub Category 20,Product 488,Region 1,Category 1,5.58
Sub Category 20,Product 485,Region 1,Category 1,2.5
Sub Category 20,Product 2643,Region 1,Category 1,2.5
Sub Category 20,Product 2637,Region 1,Category 1,1.5
Sub Category 20,Product 2626,Region 1,Category 1,25
Sub Category 20,Product 2622,Region 1,Category 1,25
Sub Category 20,Product 2385,Region 1,Category 1,0.5
Sub Category 20,Product 471,Region 1,Category 1,2
Sub Category 20,Product 1,Region 1,Category 1,0.25
Sub Category 20,Product 7446,Region 1,Category 1,2
Sub Category 20,Product 2833,Region 1,Category 1,12
Sub Category 20,Product 336,Region 1,Category 1,3.1
Sub Category 20,Product 333,Region 1,Category 1,11
Sub Category 20,Product 2409,Region 1,Category 1,150.67
Sub Category 20,Product 1718,Region 1,Category 1,0.42
Sub Category 20,Product 1717,Region 1,Category 1,24.17
Sub Category 20,Product 1813,Region 1,Category 1,1.92
Sub Category 20,Product 2668,Region 1,Category 1,1
Sub Category 20,Product 3161,Region 1,Category 1,7.5
Sub Category 20,Product 3163,Region 1,Category 1,1.5
Sub Category 20,Product 3158,Region 1,Category 1,2.5
Sub Category 20,Product 1369,Region 1,Category 1,2
Sub Category 20,Product 1366,Region 1,Category 1,10
Sub Category 20,Product 2359,Region 1,Category 1,12
Sub Category 20,Product 2361,Region 1,Category 1,2
Sub Category 20,Product 1338,Region 1,Category 1,4.42
Sub Category 20,Product 1340,Region 1,Category 1,19.5
Sub Category 20,Product 736,Region 1,Category 1,13
Sub Category 20,Product 499,Region 1,Category 1,1.25
Sub Category 20,Product 1401,Region 1,Category 1,1.75
Sub Category 20,Product 1398,Region 1,Category 1,0.5
Sub Category 20,Product 1394,Region 1,Category 1,10.67
Sub Category 20,Product 1404,Region 1,Category 1,6
Sub Category 20,Product 1403,Region 1,Category 1,32
Sub Category 20,Product 1513,Region 1,Category 1,13.67
Sub Category 20,Product 3269,Region 1,Category 1,8
Sub Category 20,Product 1439,Region 1,Category 1,2.67
Sub Category 20,Product 6937,Region 1,Category 1,2
Sub Category 20,Product 4219,Region 1,Category 1,5
Sub Category 20,Product 4220,Region 1,Category 1,26
Sub Category 20,Product 4221,Region 1,Category 1,16
Sub Category 20,Product 774,Region 1,Category 1,25
Sub Category 20,Product 769,Region 1,Category 1,0.08
Sub Category 20,Product 635,Region 1,Category 1,5
Sub Category 20,Product 551,Region 1,Category 1,20
Sub Category 20,Product 552,Region 1,Category 1,2
Sub Category 20,Product 554,Region 1,Category 1,20
Sub Category 20,Product 555,Region 1,Category 1,15
Sub Category 20,Product 556,Region 1,Category 1,173
Sub Category 20,Product 569,Region 1,Category 1,317.08
Sub Category 20,Product 571,Region 1,Category 1,200.58
Sub Category 20,Product 578,Region 1,Category 1,8
Sub Category 20,Product 538,Region 1,Category 1,3.33
Sub Category 20,Product 574,Region 1,Category 1,26.5
Sub Category 20,Product 539,Region 1,Category 1,2
Sub Category 20,Product 557,Region 1,Category 1,53
Sub Category 20,Product 559,Region 1,Category 1,14.5
Sub Category 20,Product 558,Region 1,Category 1,15
Sub Category 20,Product 535,Region 1,Category 1,27.2
Sub Category 20,Product 562,Region 1,Category 1,72.5
Sub Category 20,Product 2548,Region 1,Category 1,0.08
Sub Category 20,Product 2204,Region 1,Category 1,0.08
Sub Category 1,Product 660,Region 2,Category 3,680.56
Sub Category 1,Product 648,Region 2,Category 3,12588.89
Sub Category 1,Product 3696,Region 2,Category 3,1426.67
Sub Category 1,Product 286,Region 2,Category 3,39720
Sub Category 1,Product 5505,Region 2,Category 3,33.33
Sub Category 1,Product 45,Region 2,Category 3,5933.33
Sub Category 1,Product 44,Region 2,Category 3,2266.67
Sub Category 1,Product 1320,Region 2,Category 3,1460
Sub Category 1,Product 1313,Region 2,Category 3,17670
Sub Category 1,Product 1319,Region 2,Category 3,950
Sub Category 1,Product 656,Region 2,Category 3,370
Sub Category 1,Product 1406,Region 2,Category 3,246.67
Sub Category 1,Product 4246,Region 2,Category 3,1446.67
Sub Category 1,Product 7581,Region 2,Category 3,350
Sub Category 1,Product 22,Region 2,Category 3,16173.33
Sub Category 1,Product 3802,Region 2,Category 3,126.67
Sub Category 1,Product 70,Region 2,Category 3,77396.67
Sub Category 1,Product 60,Region 2,Category 3,2753.33
Sub Category 1,Product 61,Region 2,Category 3,850
Sub Category 1,Product 56,Region 2,Category 3,15380
Sub Category 1,Product 66,Region 2,Category 3,656.67
Sub Category 1,Product 52,Region 2,Category 3,680
Sub Category 1,Product 55,Region 2,Category 3,664.44
Sub Category 1,Product 3259,Region 2,Category 3,6920
Sub Category 1,Product 478,Region 2,Category 3,33.33
Sub Category 1,Product 3978,Region 2,Category 3,56.67
Sub Category 1,Product 2126,Region 2,Category 3,233.33
Sub Category 1,Product 10,Region 2,Category 3,3126.67
Sub Category 1,Product 2426,Region 2,Category 3,76.67
Sub Category 1,Product 2425,Region 2,Category 3,43.33
Sub Category 1,Product 7276,Region 2,Category 3,17.78
Sub Category 1,Product 1728,Region 2,Category 3,4536.67
Sub Category 2,Product 650,Region 2,Category 3,1163.32
Sub Category 2,Product 651,Region 2,Category 3,1895.19
Sub Category 2,Product 652,Region 2,Category 3,514.69
Sub Category 2,Product 653,Region 2,Category 3,1636.77
Sub Category 2,Product 664,Region 2,Category 3,3076.49
Sub Category 2,Product 661,Region 2,Category 3,902.66
Sub Category 2,Product 5147,Region 2,Category 3,113.63
Sub Category 2,Product 649,Region 2,Category 3,418.59
Sub Category 2,Product 7371,Region 2,Category 3,53.33
Sub Category 2,Product 483,Region 2,Category 3,6.78
Sub Category 2,Product 482,Region 2,Category 3,40.37
Sub Category 2,Product 2292,Region 2,Category 3,132.73
Sub Category 2,Product 2291,Region 2,Category 3,177.58
Sub Category 2,Product 288,Region 2,Category 3,16839.13
Sub Category 2,Product 2592,Region 2,Category 3,280.94
Sub Category 2,Product 285,Region 2,Category 3,145.83
Sub Category 2,Product 3476,Region 2,Category 3,2.67
Sub Category 2,Product 287,Region 2,Category 3,56.76
Sub Category 2,Product 290,Region 2,Category 3,56.06
Sub Category 2,Product 289,Region 2,Category 3,777.33
Sub Category 2,Product 47,Region 2,Category 3,425.3
Sub Category 2,Product 46,Region 2,Category 3,275.83
Sub Category 2,Product 43,Region 2,Category 3,1510.61
Sub Category 2,Product 665,Region 2,Category 3,91.46
Sub Category 2,Product 51,Region 2,Category 3,42.64
Sub Category 2,Product 666,Region 2,Category 3,676.35
Sub Category 2,Product 668,Region 2,Category 3,76.54
Sub Category 2,Product 50,Region 2,Category 3,1346.14
Sub Category 2,Product 667,Region 2,Category 3,235.96
Sub Category 2,Product 49,Region 2,Category 3,1260.27
Sub Category 2,Product 7575,Region 2,Category 3,102.92
Sub Category 2,Product 3573,Region 2,Category 3,113.04
Sub Category 2,Product 1315,Region 2,Category 3,4878.91
Sub Category 2,Product 1321,Region 2,Category 3,150.33
Sub Category 2,Product 1317,Region 2,Category 3,14.42
Sub Category 2,Product 1318,Region 2,Category 3,476.9
Sub Category 2,Product 657,Region 2,Category 3,347.34
Sub Category 2,Product 658,Region 2,Category 3,200.86
Sub Category 2,Product 654,Region 2,Category 3,144.39
Sub Category 2,Product 659,Region 2,Category 3,6.33
Sub Category 2,Product 1409,Region 2,Category 3,669.83
Sub Category 2,Product 1408,Region 2,Category 3,45.83
Sub Category 2,Product 1407,Region 2,Category 3,0.33
Sub Category 2,Product 7333,Region 2,Category 3,10.22
Sub Category 2,Product 36,Region 2,Category 3,44203.77
Sub Category 2,Product 40,Region 2,Category 3,0.24
Sub Category 2,Product 69,Region 2,Category 3,233.27
Sub Category 2,Product 33,Region 2,Category 3,1512.54
Sub Category 2,Product 3473,Region 2,Category 3,0.79
Sub Category 2,Product 35,Region 2,Category 3,8269.41
Sub Category 2,Product 37,Region 2,Category 3,1946.66
Sub Category 2,Product 38,Region 2,Category 3,414.56
Sub Category 2,Product 3942,Region 2,Category 3,0.11
Sub Category 2,Product 783,Region 2,Category 3,155.98
Sub Category 2,Product 62,Region 2,Category 3,756.36
Sub Category 2,Product 64,Region 2,Category 3,324.9
Sub Category 2,Product 73,Region 2,Category 3,9417.06
Sub Category 2,Product 74,Region 2,Category 3,4374.29
Sub Category 2,Product 57,Region 2,Category 3,2993.46
Sub Category 2,Product 54,Region 2,Category 3,629.78
Sub Category 2,Product 72,Region 2,Category 3,67.58
Sub Category 2,Product 16,Region 2,Category 3,191
Sub Category 2,Product 58,Region 2,Category 3,2.27
Sub Category 2,Product 63,Region 2,Category 3,44.15
Sub Category 2,Product 71,Region 2,Category 3,121.11
Sub Category 2,Product 79,Region 2,Category 3,461.61
Sub Category 2,Product 28,Region 2,Category 3,2059.12
Sub Category 2,Product 31,Region 2,Category 3,1796.66
Sub Category 2,Product 25,Region 2,Category 3,21928.64
Sub Category 2,Product 23,Region 2,Category 3,816.85
Sub Category 2,Product 20,Region 2,Category 3,1142.23
Sub Category 2,Product 21,Region 2,Category 3,346.39
Sub Category 2,Product 18,Region 2,Category 3,0.83
Sub Category 2,Product 3984,Region 2,Category 3,289.81
Sub Category 2,Product 7430,Region 2,Category 3,111.55
Sub Category 2,Product 7431,Region 2,Category 3,48.95
Sub Category 2,Product 7432,Region 2,Category 3,43.96
Sub Category 2,Product 7587,Region 2,Category 3,1631.89
Sub Category 2,Product 513,Region 2,Category 3,914.65
Sub Category 2,Product 3261,Region 2,Category 3,1203.27
Sub Category 2,Product 3260,Region 2,Category 3,265.7
Sub Category 2,Product 3264,Region 2,Category 3,1098.64
Sub Category 2,Product 3263,Region 2,Category 3,126.35
Sub Category 2,Product 3266,Region 2,Category 3,2358.27
Sub Category 2,Product 3265,Region 2,Category 3,102.89
